0,1,2,postag
6,menteri,O,NN
6,dari,O,IN
6,profesional,O,JJ
6,yang,O,SC
6,bernaung,O,VB
6,di,O,IN
6,partai,O,NN
6,politik,O,NN
6,.,O,Z
7,Badan,ORG,NNP
7,Pengawas,ORG,NNP
7,Pemilu,ORG,NNP
7,(,ORG,Z
7,Bawaslu,ORG,NNP
7,),ORG,Z
7,menyampaikan,O,VB
7,temuannya,O,RB
7,ada,O,VB
7,sekitar,O,IN
7,4.1,O,CD
7,juta,O,CD
7,pemilih,O,NN
7,berdasar,O,NN
7,DP4,O,NNP
7,(,O,Z
7,Data,O,NNP
7,Penduduk,O,NNP
7,Potensial,O,NNP
7,Pemilih,O,NNP
7,Pemilu,O,NNP
7,),O,Z
7,salah,O,NN
7,administrasi,O,NN
7,",",O,Z
7,namun,O,CC
7,KPU,ORG,NNP
7,baru,O,MD
7,mengetahuinya,O,RB
7,.,O,Z
8,Komisioner,O,NNP
8,KPU,O,NNP
8,",",O,Z
8,Hadar,PER,NNP
8,Nafis,PER,NNP
8,Gumay,PER,NNP
8,mengaku,O,VB
8,baru,O,MD
8,mengetahui,O,VB
8,temuan,O,NN
8,KPU,ORG,NNP
8,.,O,Z
9,Sehingga,O,SC
9,dalam,O,IN
9,proses,O,NN
9,pemutakhiran,O,NN
9,data,O,NN
9,pemilih,O,VB
9,tidak,O,NEG
9,sempat,O,MD
9,terpantau,O,VB
9,.,O,Z
10,"""",O,Z
10,Data,O,NN
10,itu,O,PR
10,baru,O,JJ
10,kami,O,PRP
10,ketahui,O,VB
10,hari,O,NN
10,ini,O,PR
10,",",O,Z
10,"""",O,Z
10,ujarnya,O,RB
10,di,O,IN
10,DPR,LOC,NNP
10,",",LOC,Z
10,Jakarta,LOC,NNP
10,",",O,Z
10,Senin,TIM,NNP
10,(,TIM,Z
10,15/7/2013,TIM,CD
10,),TIM,Z
10,.,O,Z
11,Menurut,O,IN
11,Hadar,PER,NNP
11,",",O,Z
11,KPU,ORG,NNP
11,kendati,O,SC
11,menggunakan,O,VB
11,DP4,O,CD
11,dari,O,IN
11,Kementerian,O,NNP
11,Dalam,O,NNP
11,Negeri,O,NNP
11,",",O,Z
11,namun,O,CC
11,dalam,O,IN
11,proses,O,NN
11,pemutakhiran,O,NN
11,data,O,NN
11,di,O,IN
11,lapangan,O,NN
11,tidak,O,NEG
11,menemukan,O,VB
11,kesalahan,O,NN
11,",",O,Z
11,sebagaimana,O,SC
11,temuan,O,NN
11,Bawaslu,ORG,NNP
11,.,O,Z
12,Salah,O,NN
12,satu,O,CD
12,temuan,O,NN
12,yang,O,SC
12,diakui,O,VB
12,KPU,ORG,NNP
12,adanya,O,NN
12,NIK,O,NNP
12,(,O,Z
12,Nomor,O,NNP
12,Induk,O,NNP
12,Kependudukan,O,NNP
12,),O,Z
12,ganda,O,NN
12,.,O,Z
13,Namun,O,CC
13,",",O,Z
13,angkanya,O,RB
13,tidak,O,NEG
13,sebanyak,O,CD
13,yang,O,SC
13,ditemukan,O,VB
13,Bawaslu,ORG,NNP
13,sampai,O,IN
13,jutaan,O,NN
13,.,O,Z
14,Ia,O,PRP
14,memastikan,O,VB
14,akan,O,MD
14,memperbaiki,O,VB
14,temuan,O,NN
14,Bawaslu,ORG,NNP
14,saat,O,NN
14,perbaikan,O,NN
14,DPS,O,NNP
14,.,O,Z
15,Wakil,O,NNP
15,Ketua,O,NNP
15,Umum,O,NNP
15,Partai,ORG,NNP
15,Demokrat,ORG,NNP
15,Nurhayati,PER,NNP
15,Ali,PER,NNP
15,Assegaf,PER,NNP
15,mengatakan,O,VB
15,",",O,Z
15,faktor,O,NN
15,utama,O,JJ
15,yang,O,SC
15,membuat,O,VB
15,Partai,ORG,NNP
15,Demokrat,ORG,NNP
15,bisa,O,MD
15,besar,O,JJ
15,seperti,O,IN
15,saat,O,NN
15,ini,O,PR
15,ialah,O,VB
15,karena,O,SC
15,pengaruh,O,NN
15,dari,O,IN
15,Ketua,O,NNP
15,Umum,O,NNP
15,Partai,ORG,NNP
15,Demokrat,ORG,NNP
15,saat,O,NN
15,ini,O,PR
15,",",O,Z
15,Susilo,PER,NNP
15,Bambang,PER,NNP
15,Yudhoyono,PER,NNP
15,.,O,Z
16,Nurhayati,PER,NNP
16,lalu,O,CC
16,membandingkan,O,VB
16,Partai,ORG,NNP
16,Demokrat,ORG,NNP
16,dengan,O,IN
16,Partai,ORG,NNP
16,Demokrasi,ORG,NNP
16,Indonesia,ORG,NNP
16,Perjuangan,ORG,NNP
16,yang,O,SC
16,juga,O,RB
16,besar,O,JJ
16,karena,O,SC
16,faktor,O,NN
16,ketokohan,O,NN
16,pemimpinnya,O,RB
16,.,O,Z
17,"""",O,Z
17,Kalau,O,SC
17,di,O,IN
17,Indonesia,O,NNP
17,misalnya,O,RB
17,",",O,Z
17,PDI-P,ORG,NNP
17,lahir,O,VB
17,dan,O,CC
17,besar,O,JJ
17,karena,O,SC
17,trahnya,O,VB
17,Soekarno,PER,NNP
17,.,O,Z
17,Megawati,PER,NNP
17,akan,O,MD
17,tetap,O,RB
17,memegang,O,VB
17,trahnya,O,NN
17,karena,O,SC
17,Soekarno,PER,NNP
17,.,O,Z
17,Sama,O,NNP
17,halnya,O,RB
17,dengan,O,IN
17,Demokrat,ORG,NNP
17,.,O,Z
17,Demokrat,ORG,NNP
17,lahir,O,VB
17,dan,O,CC
17,besar,O,JJ
17,karena,O,SC
17,SBY,PER,NNP
17,",",O,Z
17,"""",O,Z
17,ujar,O,VB
17,Nurhayati,PER,NNP
17,",",O,Z
17,di,O,IN
17,Kompleks,LOC,NNP
17,Parlemen,LOC,NNP
17,Senayan,LOC,NNP
17,",",LOC,Z
17,Jakarta,LOC,NNP
17,",",O,Z
17,Kamis,TIM,NNP
17,(,TIM,Z
17,18/12/2014,TIM,CD
17,),TIM,Z
17,.,O,Z
18,Nurhayati,PER,NNP
18,mengatakan,O,VB
18,",",O,Z
18,hampir,O,RB
18,sebagian,O,CD
18,besar,O,JJ
18,kader,O,NN
18,Demokrat,O,NNP
18,",",O,Z
18,termasuk,O,VB
18,dirinya,O,RB
18,",",O,Z
18,masuk,O,VB
18,menjadi,O,VB
18,kader,O,NN
18,Demokrat,O,NNP
18,karena,O,SC
18,faktor,O,NN
18,SBY,O,NNP
18,.,O,Z
19,Berdasarkan,O,VB
19,hal,O,NN
19,itu,O,PR
19,pulalah,O,VB
19,",",O,Z
19,mayoritas,O,NN
19,kader,O,NN
19,berlambang,O,NN
19,"""",O,Z
19,segitiga,O,CD
19,mercy,O,FW
19,"""",O,Z
19,tersebut,O,PR
19,menginginkan,O,VB
19,agar,O,SC
19,SBY,O,NNP
19,mencalonkan,O,VB
19,kembali,O,VB
19,menjadi,O,VB
19,ketua,O,NN
19,umum,O,JJ
19,pada,O,IN
19,2015,O,CD
19,mendatang,O,VB
19,.,O,Z
20,"""",O,Z
20,Kami,O,PRP
20,ingin,O,RB
20,SBY,O,NNP
20,benar-benar,O,RB
20,pimpin,O,VB
20,partai,O,NN
20,ini,O,PR
20,",",O,Z
20,partai,O,NN
20,yang,O,SC
20,dibesarkan,O,VB
20,oleh,O,IN
20,beliau,O,NN
20,.,O,Z
20,Kalau,O,NNP
20,SBY,O,NNP
20,yang,O,SC
20,pimpin,O,VB
20,",",O,Z
20,insya,O,NN
20,Allah,O,NNP
20,bisa,O,MD
20,besar,O,JJ
20,lagi,O,RB
20,",",O,Z
20,bisa,O,MD
20,kembalikan,O,VB
20,kepercayaan,O,NN
20,masyarakat,O,NN
20,pada,O,IN
20,Demokrat,O,NNP
20,",",O,Z
20,"""",O,Z
20,kata,O,VB
20,Nurhayati,PER,NNP
20,.,O,Z
21,Nurhayati,PER,NNP
21,menegaskan,O,VB
21,",",O,Z
21,meskipun,O,SC
21,dia,O,PRP
21,mengklaim,O,VB
21,mayoritas,O,NN
21,kader,O,NN
21,menginginkan,O,VB
21,SBY,O,NNP
21,untuk,O,SC
21,kembali,O,VB
21,menjadi,O,VB
21,ketua,O,NN
21,umum,O,JJ
21,",",O,Z
21,bukan,O,NEG
21,berarti,O,VB
21,tidak,O,NEG
21,ada,O,VB
21,peluang,O,NN
21,untuk,O,SC
21,kader,O,NN
21,lain,O,JJ
21,maju,O,VB
21,menjadi,O,VB
21,calon,O,NN
21,ketua,O,NN
21,umum,O,JJ
21,.,O,Z
22,Menurut,O,IN
22,dia,O,PRP
22,",",O,Z
22,Partai,ORG,NNP
22,Demokrat,ORG,NNP
22,adalah,O,VB
22,partai,O,NN
22,yang,O,SC
22,menjunjung,O,VB
22,proses,O,NN
22,demokrasi,O,NN
22,.,O,Z
23,"""",O,Z
23,Kalau,O,SC
23,ada,O,VB
23,yang,O,SC
23,ingin,O,RB
23,maju,O,JJ
23,silakan,O,VB
23,.,O,Z
23,Dalam,O,IN
23,berdemokrasi,O,NN
23,kan,O,NN
23,biasa,O,JJ
23,.,O,Z
23,kalau,O,SC
23,banyak,O,CD
23,kader,O,NN
23,ingin,O,RB
23,SBY,O,NNP
23,",",O,Z
23,kita,O,PRP
23,harap,O,VB
23,SBY,O,NNP
23,bersedia,O,VB
23,",",O,Z
23,"""",O,Z
23,ucap,O,VB
23,Nurhayati,PER,NNP
23,.,O,Z
24,Ketua,O,NNP
24,Komisi,O,NNP
24,III,O,NNP
24,DPR,O,NNP
24,RI,O,NNP
24,Benny,PER,NNP
24,Kabur,PER,NNP
24,Harman,PER,NNP
24,menyatakan,O,VB
24,dua,O,CD
24,pimpinan,O,NN
24,Komisi,ORG,NNP
24,Pemberantasan,ORG,NNP
24,Korupsi,ORG,NNP
24,(,ORG,Z
24,KPK,ORG,NNP
24,),ORG,Z
24,Bibit,PER,NNP
24,S,PER,NNP
24,Rianto,PER,NNP
24,dan,O,CC
24,Chandra,PER,NNP
24,M,PER,NNP
24,Hamzah,PER,NNP
24,bisa,O,MD
24,menempuh,O,VB
24,upaya,O,NN
24,hukum,O,NN
24,selanjutnya,O,CC
24,setelah,O,SC
24,Anggodo,PER,NNP
24,Widjojo,PER,NNP
24,memenangkan,O,VB
24,gugatan,O,NN
24,pra-peradilan,O,NN
24,terhadap,O,IN
24,Surat,O,NNP
24,Keterangan,O,NNP
24,Penghentian,O,NNP
24,Penuntutan,O,NNP
24,(,O,Z
24,SKPP,O,NNP
24,),O,Z
24,di,O,IN
24,PN,LOC,NNP
24,Jakarta,LOC,NNP
24,Selatan,LOC,NNP
24,.,O,Z
25,Menurut,O,IN
25,Benny,PER,NNP
25,",",O,Z
25,Bibit-Chandra,PER,NNP
25,juga,O,RB
25,bisa,O,MD
25,menempuh,O,VB
25,upaya,O,NN
25,yang,O,SC
25,ditempuh,O,VB
25,oleh,O,IN
25,Anggodo,PER,NNP
25,.,O,Z
26,"""",O,Z
26,Silahkan,O,NNP
26,menggunakan,O,VB
26,upaya,O,NN
26,hukum,O,NN
26,untuk,O,SC
26,memastikan,O,VB
26,apakah,O,WH
26,alasan-alasan,O,NN
26,hukum,O,NN
26,yang,O,SC
26,digunakan,O,VB
26,majelis,O,NN
26,hakim,O,NN
26,memang,O,RB
26,masuk,O,VB
26,akal,O,JJ
26,atau,O,CC
26,tidak,O,NEG
26,dan,O,CC
26,sesuai,O,JJ
26,dengan,O,IN
26,prinsip,O,NN
26,negara,O,NN
26,hukum,O,NN
26,atau,O,CC
26,tidak,O,NEG
26,",",O,Z
26,sesuai,O,JJ
26,dengan,O,IN
26,due,O,FW
26,process,O,FW
26,of,O,FW
26,law,O,FW
26,yang,O,SC
26,ada,O,VB
26,di,O,IN
26,"dalam,""Â",O,NNP
26,katanyaÂ,O,NNP
26,di,O,IN
26,lobi,LOC,NN
26,Nusantara,LOC,NNP
26,II,LOC,NNP
26,Gedung,LOC,NNP
26,MPR/DPR/DPD,LOC,NNP
26,RI,LOC,NNP
26,",",O,Z
26,Senin,TIM,NNP
26,(,TIM,Z
26,19/4/2010,TIM,CD
26,),TIM,Z
26,.,O,Z
27,Dengan,O,IN
27,demikian,O,PR
27,",",O,Z
27,keduanya,O,RB
27,bisa,O,MD
27,menelusuri,O,VB
27,alasan-alasan,O,NN
27,majelis,O,NN
27,hakim,O,NN
27,dalam,O,IN
27,mengeluarkan,O,VB
27,putusan,O,NN
27,",",O,Z
27,baik,O,CC
27,yang,O,SC
27,bersifat,O,VB
27,sosiologis,O,JJ
27,maupun,O,CC
27,politis,O,JJ
27,.,O,Z
28,Benny,PER,NNP
28,sendiri,O,PRP
28,tidak,O,NEG
28,melihat,O,VB
28,kembali,O,VB
28,adanya,O,NN
28,ide,O,NN
28,untuk,O,SC
28,melemahkan,O,VB
28,posisi,O,NN
28,Bibit,PER,NNP
28,dan,O,CC
28,Chandra,PER,NNP
28,.,O,Z
29,Menurutnya,O,RB
29,",",O,Z
29,ini,O,PR
29,murni,O,VB
29,persoalan,O,NN
29,hukum,O,NN
29,.,O,Z
30,"""",O,Z
30,Apakah,O,NNP
30,salah,O,JJ
30,atau,O,CC
30,tidak,O,NEG
30,",",O,Z
30,biarkanlah,O,NN
30,pengadilan,O,NN
30,yang,O,SC
30,memutuskannya,O,RB
30,.,O,Z
30,Apakah,O,NN
30,pengadilan,O,NN
30,tidak,O,NEG
30,dipengaruhi,O,VB
30,aspek,O,NN
30,hukum,O,NN
30,",",O,Z
30,silahkan,O,VB
30,Komisi,O,NNP
30,Yudisial,O,NNP
30,lakukan,O,VB
30,eksaminasi,O,NN
30,",",O,Z
30,publik,O,NN
30,menilai,O,VB
30,dan,O,CC
30,pengadilan,O,NN
30,di,O,IN
30,atasnya,O,RB
30,bisa,O,MD
30,menimbang,O,VB
30,ulang,O,VB
30,alasan-alasan,O,NN
30,yang,O,SC
30,digunakan,O,VB
30,majelis,O,NN
30,hakim,O,NN
30,dalam,O,IN
30,mengabulkan,O,VB
30,permohonan,O,NN
30,",",O,Z
30,"""",O,Z
30,tambahnya,O,RB
30,.,O,Z
31,Benny,PER,NNP
31,sendiri,O,NN
31,menghargai,O,IN
31,putusan,O,NN
31,pengadilan,O,NN
31,tersebut,O,PR
31,selama,O,IN
31,prosesnya,O,RB
31,dilakukan,O,VB
31,dengan,O,SC
31,menggunakan,O,VB
31,prinsip-prinsip,O,NN
31,negara,O,NN
31,hukum,O,NN
31,sebagai,O,IN
31,dasar,O,NN
31,pengambilan,O,NN
31,putusan,O,NN
31,.,O,Z
32,Siapa,O,WH
32,pun,O,RP
32,yang,O,SC
32,diduga,O,VB
32,melakukan,O,VB
32,tindak,O,NN
32,pidana,O,SC
32,memiliki,O,VB
32,hak,O,NN
32,untuk,O,SC
32,mendapatkan,O,VB
32,pembelaan,O,NN
32,di,O,IN
32,hadapan,O,NN
32,pengadilan,O,NN
32,.,O,Z
33,"""",O,Z
33,Oleh,O,IN
33,sebab,O,SC
33,itu,O,PR
33,",",O,Z
33,kalau,O,SC
33,Anggodo,PER,NNP
33,menuntut,O,VB
33,perlakuan,O,NN
33,yang,O,SC
33,sama,O,JJ
33,dan,O,CC
33,dikabulkan,O,VB
33,pengadilan,O,NN
33,maka,O,SC
33,itu,O,PR
33,hal,O,NN
33,yang,O,SC
33,sesuai,O,JJ
33,dengan,O,IN
33,asas,O,NN
33,atau,O,CC
33,prinsip,O,NN
33,negara,O,NN
33,hukum,O,NN
33,.,O,Z
33,Untuk,O,SC
33,selanjutnya,O,RB
33,karena,O,SC
33,ini,O,PR
33,putusan,O,NN
33,hukum,O,NN
33,tingkat,O,NN
33,pertama,O,OD
33,maka,O,SC
33,tentu,O,RB
33,kalau,O,SC
33,ada,O,VB
33,upaya,O,NN
33,hukum,O,NN
33,lainnya,O,NN
33,putusan,O,NN
33,pengadilan,O,NN
33,itu,O,PR
33,akan,O,MD
33,dikasuskan,O,VB
33,",",O,Z
33,"""",O,Z
33,tegasnya,O,RB
33,.,O,Z
34,Partai,ORG,NNP
34,Keadilan,ORG,NNP
34,Sejahtera,ORG,NNP
34,(,ORG,Z
34,PKS,ORG,NNP
34,),ORG,Z
34,belum,O,NEG
34,menentukan,O,VB
34,sikap,O,NN
34,atas,O,IN
34,perppu,O,NN
34,pilkada,O,IN
34,.,O,Z
35,Meskipun,O,SC
35,sebagian,O,NN
35,besar,O,JJ
35,partai,O,NN
35,lainnya,O,RB
35,telah,O,MD
35,menyatakan,O,VB
35,dukungannya,O,RB
35,terhadap,O,IN
35,perppu,O,NN
35,tersebut,O,PR
35,.,O,Z
36,Anggota,O,NN
36,Dewan,O,NNP
36,Syuro,O,NNP
36,PKS,O,NNP
36,Refrizal,PER,NNP
36,mengatakan,O,VB
36,pihaknya,O,RB
36,akan,O,MD
36,menentukan,O,VB
36,sikap,O,NN
36,pada,O,IN
36,menit-menit,O,NN
36,akhir,O,NN
36,.,O,Z
37,Perppu,O,NNP
37,pilkada,O,IN
37,akan,O,MD
37,dibahas,O,VB
37,usai,O,SC
37,reses,O,NN
37,DPR,O,NNP
37,pada,O,IN
37,bulan,O,NN
37,Januari,TIM,NNP
37,2015,TIM,CD
37,.,O,Z
38,Refrizal,PER,NNP
38,mengatakan,O,VB
38,pihaknya,O,RB
38,akan,O,MD
38,mengkaji,O,VB
38,perppu,O,NN
38,tersebut,O,PR
38,terlebih,O,RB
38,dahulu,O,NN
38,.,O,Z
39,Sikap,O,NN
39,final,O,NN
39,nanti,O,NN
39,putuskan,O,VB
39,setelah,O,SC
39,mengkaji,O,VB
39,secara,O,IN
39,mendalam,O,NN
39,dan,O,CC
39,meminta,O,VB
39,pendapat,O,NN
39,pakar,O,NN
39,",",O,Z
39,"""",O,Z
39,kata,O,VB
39,Refrizal,PER,NNP
39,ketika,O,SC
39,dikonfirmasi,O,VB
39,",",O,Z
39,Minggu,TIM,NNP
39,(,TIM,Z
39,14/12/2014,TIM,CD
39,),TIM,Z
39,.,O,Z
39,PKS,ORG,NNP
39,",",O,Z
39,kata,O,VB
39,Refrizal,PER,NNP
39,",",O,Z
39,akan,O,MD
39,membahas,O,VB
39,poin,O,NN
39,positif,O,JJ
39,dan,O,CC
39,negatif,O,JJ
39,mengenai,O,IN
39,pilkada,O,NN
39,langsung,O,RB
39,dan,O,CC
39,tak,O,NEG
39,langsung,O,RB
39,.,O,Z
39,Pakar,O,NNP
39,yang,O,SC
39,direncanakan,O,VB
39,dimintakan,O,VB
39,pendapatnya,O,NN
39,yakni,O,SC
39,Ketua,O,NNP
39,DKPP,O,NNP
39,Jimly,PER,NNP
39,Asshiddiqie,PER,NNP
39,.,O,Z
39,"""",O,Z
39,PKS,O,NNP
39,akan,O,MD
39,bikin,O,VB
39,pengajian,O,NN
39,konstitusi,O,NN
39,.,O,Z
40,Mudah-mudahan,O,NN
40,bisa,O,MD
40,diperluas,O,VB
40,kepada,O,IN
40,teman-teman,O,NN
40,di,O,IN
40,KMP,O,NNP
40,",",O,Z
40,"""",O,Z
40,ujar,O,VB
40,Refrizal,PER,NNP
40,.,O,Z
41,Rapat,O,NN
41,paripurna,O,NN
41,mengenai,O,IN
41,Rancangan,O,NNP
41,Undang-Undang,O,NNP
41,Pemilihan,O,NNP
41,Umum,O,NNP
41,ditunda,O,VB
41,hingga,O,IN
41,Kamis,TIM,NNP
41,",",TIM,Z
41,12,TIM,CD
41,April,TIM,NNP
41,2012,TIM,CD
41,.,O,Z
42,Penundaan,O,NN
42,tersebut,O,PR
42,disebabkan,O,VB
42,karena,O,SC
42,masih,O,MD
42,adanya,O,NN
42,perbedaan,O,NN
42,antar,O,IN
42,fraksi,O,NN
42,dalam,O,IN
42,poin,O,NN
42,metode,O,NN
42,penghitungan,O,NN
42,suara,O,NN
42,ke,O,IN
42,kursi,O,NN
42,antara,O,IN
42,metode,O,NN
42,kuota,O,NN
42,murni,O,PR
42,dan,O,CC
42,webster,O,NN
42,.,O,Z
43,"""",O,Z
43,Masih,O,MD
43,ada,O,VB
43,perbedaan,O,NN
43,mengenai,O,IN
43,konversi,O,NN
43,suara,O,NN
43,ke,O,IN
43,kursi,O,NN
43,.,O,Z
43,Belum,O,NEG
43,ada,O,VB
43,titik,O,NN
43,temu,O,VB
43,",",O,Z
43,"""",O,Z
43,kata,O,VB
43,Wakil,O,NNP
43,Ketua,O,NNP
43,Dewan,O,NNP
43,Perwakilan,O,NNP
43,Rakyat,O,NNP
43,",",O,Z
43,Pramono,PER,NNP
43,Anung,PER,NNP
43,",",O,Z
43,disela,O,NN
43,forum,O,NN
43,lobi,O,NN
43,",",O,Z
43,Rabu,TIM,NNP
43,malam,TIM,NN
43,",",TIM,Z
43,11,TIM,CD
43,April,TIM,NNP
43,2012,TIM,CD
43,.,O,Z
44,Beberapa,O,CD
44,partai,O,NN
44,yaitu,O,SC
44,PDI-P,ORG,NNP
44,",",O,Z
44,Golkar,ORG,NNP
44,",",O,Z
44,dan,O,CC
44,PKS,ORG,NNP
44,masih,O,MD
44,kukuh,O,VB
44,agar,O,SC
44,metode,O,NN
44,penghitungan,O,NN
44,suara,O,NN
44,menggunakan,O,VB
44,metode,O,NN
44,webster,O,NN
44,",",O,Z
44,sedangkan,O,CC
44,partai,O,NN
44,lainnya,O,RB
44,menginginkan,O,VB
44,agar,O,SC
44,digunakan,O,VB
44,metode,O,NN
44,kuota,O,NN
44,murni,O,PR
44,.,O,Z
45,"""",O,Z
45,Maka,O,SC
45,rapat,O,NN
45,paripurna,O,NN
45,dilanjutkan,O,VB
45,Kamis,O,NNP
45,besok,O,VB
45,pada,O,IN
45,pukul,O,NN
45,10.00,TIM,CD
45,WIB,TIM,NN
45,",",O,Z
45,dengan,O,IN
45,agenda,O,NN
45,pengambilan,O,NN
45,keputusan,O,NN
45,",",O,Z
45,"""",O,Z
45,kata,O,VB
45,politikus,O,NN
45,PDI-P,ORG,NN
45,ini,O,PR
45,.,O,Z
46,Politikus,O,NNP
46,Partai,ORG,NNP
46,Demokrat,ORG,NNP
46,Saan,PER,NNP
46,Mustopa,PER,NNP
46,",",O,Z
46,mengatakan,O,VB
46,akibat,O,NN
46,masih,O,MD
46,adanya,O,NN
46,perbedaan,O,NN
46,tersebut,O,PR
46,dua,O,CD
46,fraksi,O,NN
46,yaitu,O,SC
46,Golkar,ORG,NNP
46,dan,O,CC
46,PDI-P,ORG,NNP
46,memilih,O,VB
46,walkout,O,VB
46,dari,O,IN
46,forum,O,NN
46,lobi,O,NN
46,.,O,Z
47,"""",O,Z
47,Demi,O,NNP
47,kebersamaan,O,NN
47,",",O,Z
47,karena,O,SC
47,menyangkut,O,VB
47,kepentingan,O,NN
47,parpol,O,NN
47,",",O,Z
47,maka,O,SC
47,dilanjutkan,O,VB
47,besok,O,NN
47,",",O,Z
47,"""",O,Z
47,katanya,O,RB
47,.,O,Z
48,Namun,O,CC
48,",",O,Z
48,Saan,PER,NN
48,mengatakan,O,VB
48,tiga,O,CD
48,poin,O,NN
48,krusial,O,JJ
48,lainnya,O,RB
48,sudah,O,MD
48,disepakati,O,VB
48,dalam,O,IN
48,lobi,O,NN
48,tersebut,O,PR
48,",",O,Z
48,yaitu,O,SC
48,sistem,O,NN
48,pemilihan,O,NN
48,disepakati,O,VB
48,proporsional,O,JJ
48,terbuka,O,VB
48,",",O,Z
48,alokasi,O,NN
48,kursi,O,NN
48,tiap,O,CD
48,daerah,O,NN
48,pemilihan,O,NN
48,3-10,O,CD
48,untuk,O,SC
48,nasional,O,JJ
48,dan,O,CC
48,3-12,O,CD
48,untuk,O,SC
48,tingkat,O,NN
48,Provinsi,O,NNP
48,dan,O,CC
48,Kabupaten/Kota,O,NNP
48,.,O,Z
49,Selain,O,IN
49,itu,O,PR
49,",",O,Z
49,ambang,O,NN
49,batas,O,NN
49,parlemen,O,NN
49,(,O,Z
49,Parliamentary,O,NNP
49,Threshold,O,NNP
49,),O,Z
49,juga,O,RB
49,disepakati,O,VB
49,di,O,IN
49,angka,O,NN
49,"3,5",O,CD
49,persen,O,CD
49,.,O,Z
50,Saan,PER,NN
50,berharap,O,VB
50,keputusan,O,NN
50,mengenai,O,IN
50,RUU,O,NNP
50,Pemilu,O,NNP
50,ini,O,PR
50,dapat,O,MD
50,diambil,O,VB
50,dengan,O,IN
50,musyawarah,O,NN
50,mufakat,O,NN
50,.,O,Z
51,Namun,O,CC
51,jika,O,SC
51,masih,O,MD
51,ada,O,VB
51,perbedaan,O,NN
51,",",O,Z
51,skenario,O,NN
51,terburuk,O,JJ
51,yang,O,SC
51,akan,O,MD
51,dilakukan,O,VB
51,",",O,Z
51,kata,O,VB
51,Saan,PER,NN
51,",",O,Z
51,pengambilan,O,NN
51,keputusan,O,NN
51,akan,O,MD
51,dilakukan,O,VB
51,voting,O,NN
51,untuk,O,SC
51,satu,O,CD
51,poin,O,NN
51,metode,O,NN
51,penghitungan,O,NN
51,suara,O,NN
51,.,O,Z
