0,1,2,postag
5,",",O,Z
5,sikap,O,NN
5,Aburizal,PER,NN
5,tersebut,O,PR
5,ditentang,O,VB
5,oleh,O,IN
5,sebagian,O,CD
5,kalangan,O,NN
5,di,O,IN
5,internal,O,JJ
5,Golkar,ORG,NNP
5,yang,O,SC
5,melakukan,O,VB
5,perlawanan,O,NN
5,dengan,O,SC
5,membentuk,O,VB
5,Presidium,ORG,NNP
5,Penyelamat,ORG,NNP
5,Partai,ORG,NNP
5,Golkar,ORG,NNP
5,.,O,Z
6,Selain,O,IN
6,itu,O,PR
6,",",O,Z
6,dua,O,CD
6,calon,O,NN
6,ketua,O,NN
6,umum,O,JJ
6,menyatakan,O,VB
6,mundur,O,NN
6,dan,O,CC
6,tak,O,NEG
6,akan,O,MD
6,mencalonkan,O,VB
6,diri,O,NN
6,.,O,Z
7,Mereka,O,PRP
7,adalah,O,VB
7,MS,PER,NNP
7,Hidayat,PER,NNP
7,dan,O,CC
7,Airlangga,PER,NNP
7,Hartarto,PER,NNP
7,.,O,Z
8,Hidayat,PER,NN
8,dan,O,CC
8,Airlangga,PER,NNP
8,mundur,O,VB
8,karena,O,SC
8,menganggap,O,VB
8,ada,O,VB
8,proses,O,NN
8,yang,O,SC
8,tidak,O,NEG
8,demokratis,O,JJ
8,dan,O,CC
8,tidak,O,NEG
8,fair,O,VB
8,dalam,O,IN
8,Munas,O,NNP
8,IX,O,NNP
8,yang,O,SC
8,berlangsung,O,VB
8,di,O,IN
8,Bali,LOC,NNP
8,.,O,Z
9,"""",O,Z
9,Upaya,O,NNP
9,Airlangga,PER,NNP
9,serius,O,JJ
9,bertarung,O,VB
9,",",O,Z
9,tapi,O,CC
9,melihat,O,VB
9,gelagat,O,NN
9,tidak,O,NEG
9,sehat,O,JJ
9,",",O,Z
9,maka,O,SC
9,lebih,O,RB
9,baik,O,JJ
9,mundur,O,VB
9,.,O,Z
9,Itu,O,PR
9,pun,O,RP
9,jalan,O,NN
9,moderat,O,JJ
9,",",O,Z
9,"""",O,Z
9,kata,O,VB
9,Arie,PER,NNP
9,.,O,Z
10,Dengan,O,IN
10,mundurnya,O,NN
10,Hidayat,PER,NN
10,dan,O,CC
10,Airlangga,PER,NNP
10,",",O,Z
10,Aburizal,PER,NNP
10,berpotensi,O,VB
10,menjadi,O,VB
10,calon,O,NN
10,tunggal,O,JJ
10,ketua,O,NN
10,umum,O,JJ
10,yang,O,SC
10,akan,O,MD
10,dipilih,O,VB
10,dalam,O,IN
10,Munas,O,NNP
10,IX,O,NNP
10,.,O,Z
11,Menurut,O,IN
11,Arie,PER,NNP
11,",",O,Z
11,jika,O,SC
11,Aburizal,PER,NNP
11,terus,O,RB
11,memaksakan,O,VB
11,kehendaknya,O,RB
11,",",O,Z
11,bukan,O,NEG
11,tidak,O,NEG
11,mungkin,O,MD
11,Golkar,ORG,VB
11,akan,O,MD
11,menyusul,O,VB
11,Partai,ORG,NNP
11,Persatuan,ORG,NNP
11,Pembangunan,ORG,NNP
11,yang,O,SC
11,terpecah,O,VB
11,karena,O,SC
11,konflik,O,NN
11,internal,O,JJ
11,.,O,Z
12,Arie,PER,NNP
12,mengatakan,O,VB
12,",",O,Z
12,para,O,DT
12,petinggi,O,NN
12,partai,O,NN
12,segera,O,RB
12,melakukan,O,VB
12,langkah-langkah,O,NN
12,untuk,O,SC
12,menyelamatkan,O,VB
12,partai,O,NN
12,berlambang,O,NN
12,pohon,O,NN
12,beringin,O,NN
12,tersebut,O,PR
12,.,O,Z
13,"""",O,Z
13,Ini,O,PR
13,indikasi,O,NN
13,atau,O,CC
13,tanda-tanda,O,NN
13,kebangkrutan,O,NN
13,Golkar,ORG,NNP
13,",",O,Z
13,"""",O,Z
13,kata,O,VB
13,Arie,PER,NNP
13,.,O,Z
14,Wakil,O,NNP
14,Ketua,O,NNP
14,DPR,ORG,NNP
14,Fadli,PER,NNP
14,Zon,PER,NNP
14,mengkritik,O,VB
14,pemerintahan,O,NN
14,Joko,PER,NNP
14,Widodo,PER,NNP
14,yang,O,SC
14,dinilainya,O,RB
14,lambat,O,JJ
14,dalam,O,IN
14,melakukan,O,VB
14,eksekusi,O,NN
14,terhadap,O,IN
14,para,O,DT
14,terpidana,O,NN
14,mati,O,VB
14,kasus,O,NN
14,narkoba,O,NN
14,.,O,Z
15,Menurut,O,IN
15,Fadli,PER,NNP
15,",",O,Z
15,semakin,O,RB
15,cepat,O,JJ
15,eksekusi,O,NN
15,dilakukan,O,VB
15,",",O,Z
15,hal,O,NN
15,itu,O,PR
15,akan,O,MD
15,semakin,O,RB
15,baik,O,JJ
15,.,O,Z
16,"""",O,Z
16,Pemerintah,O,NN
16,lambat,O,JJ
16,",",O,Z
16,eksekusi,O,NN
16,lambat,O,JJ
16,",",O,Z
16,eksekusi,O,NN
16,kapan,O,NN
16,tidak,O,NEG
16,jelas,O,JJ
16,karena,O,SC
16,lambatnya,O,VB
16,pemerintah,O,NN
16,mengambil,O,VB
16,keputusan,O,NN
16,",",O,Z
16,"""",O,Z
16,kata,O,VB
16,Fadil,PER,NNP
16,Zon,PER,NNP
16,di,O,IN
16,Gedung,LOC,NNP
16,DPR,LOC,NNP
16,",",LOC,Z
16,Senayan,LOC,NNP
16,",",LOC,Z
16,Jakarta,LOC,NNP
16,",",O,Z
16,Rabu,TIM,NNP
16,(,TIM,Z
16,11/3/2015,TIM,CD
16,),TIM,Z
16,.,O,Z
17,Menurut,O,IN
17,dia,O,PRP
17,",",O,Z
17,karena,O,SC
17,lambatnya,O,VB
17,eksekusi,O,NN
17,mati,O,VB
17,ini,O,PR
17,",",O,Z
17,akhirnya,O,RB
17,terjadi,O,VB
17,perlawanan,O,NN
17,dari,O,IN
17,berbagai,O,CD
17,pihak,O,NN
17,",",O,Z
17,termasuk,O,VB
17,para,O,DT
17,terpidana,O,NN
17,.,O,Z
18,Terpidana,O,SC
18,mati,O,VB
18,kasus,O,NN
18,narkoba,O,NN
18,yang,O,SC
18,merupakan,O,VB
18,warga,O,NN
18,negara,O,NN
18,Perancis,LOC,NNP
18,",",O,Z
18,Serge,PER,NNP
18,Atlaoui,PER,NNP
18,",",O,Z
18,mengajukan,O,VB
18,upaya,O,NN
18,hukum,O,NN
18,lanjutan,O,NN
18,berupa,O,VB
18,peninjauan,O,NN
18,kembali,O,VB
18,ke,O,IN
18,Pengadilan,ORG,NNP
18,Negeri,ORG,NNP
18,Tangerang,ORG,NNP
18,.,O,Z
19,Sebelumnya,O,SC
19,",",O,Z
19,terpidana,O,SC
19,mati,O,VB
19,asal,O,NN
19,Filipina,LOC,NNP
19,",",O,Z
19,Mary,PER,NNP
19,Jane,PER,NNP
19,Fiesta,PER,NNP
19,Veloso,PER,NNP
19,",",O,Z
19,juga,O,RB
19,telah,O,MD
19,mengajukan,O,VB
19,langkah,O,NN
19,serupa,O,NN
19,.,O,Z
20,"""",O,Z
20,Ini,O,PR
20,membuat,O,VB
20,segala,O,CD
20,macam,O,NND
20,ekses,O,NN
20,terjadi,O,VB
20,.,O,Z
20,Pemerintah,O,NN
20,harusnya,O,RB
20,bisa,O,MD
20,mengambil,O,VB
20,sikap,O,NN
20,dengan,O,IN
20,cepat,O,JJ
20,",",O,Z
20,"""",O,Z
20,ucap,O,VB
20,politisi,O,NN
20,Partai,ORG,NNP
20,Gerindra,ORG,NNP
20,itu,O,PR
20,.,O,Z
21,Selain,O,IN
21,perlawanan,O,NN
21,dari,O,IN
21,terpidana,O,NN
21,",",O,Z
21,menurut,O,IN
21,Fadli,PER,NNP
21,",",O,Z
21,Indonesia,LOC,NNP
21,juga,O,RB
21,akan,O,MD
21,terus,O,RB
21,mendapatkan,O,VB
21,tekanan,O,NN
21,dari,O,IN
21,dunia,O,NN
21,internasional,O,JJ
21,jika,O,SC
21,eksekusi,O,NN
21,mati,O,VB
21,terus,O,RB
21,ditunda,O,VB
21,.,O,Z
22,Situasi,O,NN
22,ini,O,PR
22,",",O,Z
22,menurut,O,IN
22,dia,O,PRP
22,",",O,Z
22,dapat,O,MD
22,mengganggu,O,VB
22,kerja,O,NN
22,sama,O,JJ
22,yang,O,SC
22,selama,O,IN
22,ini,O,PR
22,dijalin,O,VB
22,dengan,O,IN
22,negara,O,NN
22,lainnya,O,RB
22,.,O,Z
23,"""",O,Z
23,Kita,O,PRP
23,melihat,O,VB
23,negara,O,NN
23,yang,O,SC
23,selama,O,IN
23,ini,O,PR
23,bersahabat,O,VB
23,",",O,Z
23,sekarang,O,NN
23,negara,O,NN
23,internasional,O,JJ
23,semakin,O,RB
23,memojokkan,O,VB
23,kita,O,PRP
23,",",O,Z
23,"""",O,Z
23,ucap,O,VB
23,Fadli,PER,NNP
23,.,O,Z
24,Kantor,ORG,NNP
24,Wilayah,ORG,NNP
24,Kementerian,ORG,NNP
24,Hukum,ORG,NNP
24,dan,ORG,CC
24,Hak,ORG,NNP
24,Asasi,ORG,NNP
24,Manusia,ORG,NNP
24,sebelumnya,O,SC
24,menyatakan,O,VB
24,persiapan,O,NN
24,di,O,IN
24,Pulau,LOC,NNP
24,Nusakambangan,LOC,NNP
24,",",LOC,Z
24,Cilacap,LOC,NNP
24,",",O,Z
24,sebagai,O,IN
24,tempat,O,NN
24,eksekusi,O,NN
24,para,O,DT
24,terpidana,O,NN
24,mati,O,VB
24,telah,O,MD
24,mencapai,O,VB
24,100,O,CD
24,persen,O,CD
24,.,O,Z
25,Namun,O,CC
25,",",O,Z
25,hingga,O,IN
25,saat,O,NN
25,ini,O,PR
25,belum,O,NEG
25,ada,O,VB
25,keputusan,O,NN
25,mengenai,O,IN
25,waktu,O,NN
25,eksekusi,O,NN
25,mati,O,VB
25,.,O,Z
26,Kejaksaan,O,NN
26,Agung,O,NNP
26,beberapa,O,CD
26,waktu,O,NN
26,lalu,O,CC
26,merilis,O,VB
26,10,O,CD
26,nama,O,NN
26,terpidana,O,SC
26,mati,O,VB
26,kasus,O,NN
26,narkoba,O,NN
26,yang,O,SC
26,akan,O,MD
26,dieksekusi,O,VB
26,",",O,Z
26,yakni,O,SC
26,Andrew,PER,NNP
26,Chan,PER,NNP
26,(,O,Z
26,warga,O,NN
26,negara,O,NN
26,Australia,LOC,NNP
26,),O,Z
26,",",O,Z
26,Myuran,PER,NNP
26,Sukumaran,PER,NNP
26,(,O,Z
26,Australia,LOC,NNP
26,),O,Z
26,",",O,Z
26,Raheem,PER,NNP
26,Agbaje,PER,NNP
26,Salami,PER,NNP
26,(,O,Z
26,Nigeria,LOC,NNP
26,),O,Z
26,",",O,Z
26,Zainal,PER,NNP
26,Abidin,PER,NNP
26,(,O,Z
26,Indonesia,LOC,NNP
26,),O,Z
26,",",O,Z
26,Serge,PER,NNP
26,Areski,PER,NNP
26,Atlaoui,PER,NNP
26,(,O,Z
26,Perancis,LOC,NNP
26,),O,Z
26,",",O,Z
26,Rodrigo,PER,NNP
26,Gularte,PER,NNP
26,(,O,Z
26,Brasil,LOC,NNP
26,),O,Z
26,",",O,Z
26,Silvester,PER,NNP
26,Obiekwe,PER,NNP
26,Nwaolise,PER,NNP
26,alias,O,NNP
26,Mustofa,PER,NNP
26,(,O,Z
26,Nigeria,LOC,NNP
26,),O,Z
26,",",O,Z
26,Martin,PER,NNP
26,Anderson,PER,NNP
26,alias,O,NNP
26,Belo,PER,NNP
26,(,O,Z
26,Ghana,LOC,NNP
26,),O,Z
26,",",O,Z
26,Okwudili,PER,NNP
26,Oyatanze,PER,NNP
26,(,O,Z
26,Nigeria,LOC,NNP
26,),O,Z
26,",",O,Z
26,dan,O,CC
26,Mary,PER,NNP
26,Jane,PER,NNP
26,Fiesta,PER,NNP
26,Veloso,PER,NNP
26,(,O,Z
26,Filipina,LOC,NNP
26,),O,Z
26,.,O,Z
27,Partai,ORG,NNP
27,Golkar,ORG,NNP
27,menerima,O,VB
27,kekalahan,O,NN
27,pasangan,O,NN
27,Irianto,PER,NNP
27,MS,PER,NNP
27,Syaifuddin-Tatang,PER,NNP
27,Farhanul,PER,NNP
27,Hakim,PER,NNP
27,(,PER,Z
27,Irianto-Tatang,PER,NNP
27,),PER,Z
27,dalam,O,IN
27,Pemilu,O,NNP
27,Gubernur,O,NNP
27,dan,O,CC
27,Wakil,O,NNP
27,Gubernur,O,NNP
27,Jawa,LOC,NNP
27,Barat,LOC,NNP
27,.,O,Z
28,Berdasarkan,O,VB
28,hasil,O,NN
28,hitung,O,NN
28,cepat,O,JJ
28,",",O,Z
28,pasangan,O,NN
28,tersebut,O,PR
28,hanya,O,RB
28,berada,O,VB
28,di,O,IN
28,urutan,O,NN
28,keempat,O,OD
28,dari,O,IN
28,lima,O,CD
28,pasangan,O,NN
28,.,O,Z
29,"""",O,Z
29,Golkar,ORG,NNP
29,menerima,O,VB
29,kekalahan,O,NN
29,ini,O,PR
29,dengan,O,IN
29,legowo,O,NN
29,.,O,Z
29,Tentunya,O,NNP
29,selalu,O,RB
29,ada,O,VB
29,yang,O,SC
29,kalah,O,VB
29,dan,O,CC
29,menang,O,VB
29,dalam,O,IN
29,pesta,O,NN
29,demokrasi,O,NN
29,",",O,Z
29,"""",O,Z
29,kata,O,VB
29,Wakil,O,NNP
29,Sekretaris,O,NNP
29,Jenderal,O,NNP
29,DPP,O,NNP
29,Partai,ORG,NNP
29,Golkar,ORG,NNP
29,Nurul,PER,NNP
29,Arifin,PER,NNP
29,di,O,IN
29,Jakarta,LOC,NNP
29,",",O,Z
29,Senin,TIM,NNP
29,(,TIM,Z
29,25/2/2013,TIM,CD
29,),TIM,Z
29,.,O,Z
30,Seperti,O,IN
30,diberitakan,O,VB
30,",",O,Z
30,hitung,O,NN
30,cepat,O,JJ
30,Penelitian,ORG,NN
30,dan,ORG,CC
30,Pengembangan,ORG,NN
30,(,ORG,Z
30,Litbang,ORG,NNP
30,),ORG,Z
30,Kompas,ORG,NNP
30,menyebutkan,O,VB
30,pasangan,O,NN
30,Irianto-Tatang,ORG,NNP
30,hanya,O,RB
30,mendapat,O,VB
30,"12,35",O,CD
30,persen,O,CD
30,suara,O,NN
30,.,O,Z
31,Di,O,IN
31,urutan,O,NN
31,pertama,O,OD
31,",",O,Z
31,yakni,O,SC
31,pasangan,O,NN
31,Ahmad,PER,NNP
31,Heryawan-Deddy,PER,NNP
31,Mizwar,PER,NNP
31,(,PER,Z
31,Heryawan-Deddy,PER,NNP
31,),PER,Z
31,meraih,O,VB
31,suara,O,NN
31,"31,45",O,CD
31,persen,O,CD
31,",",O,Z
31,disusul,O,VB
31,pasangan,O,NN
31,Rieke,PER,NNP
31,Diah,PER,NNP
31,Pitaloka-Teten,PER,NNP
31,Masduki,PER,NNP
31,(,PER,Z
31,Rieke-Teten,PER,NNP
31,),PER,Z
31,sebanyak,O,CD
31,"29,03",O,CD
31,persen,O,CD
31,",",O,Z
31,Dede,PER,NNP
31,Yusuf,PER,NNP
31,Macan,PER,NNP
31,Efendi-Lex,PER,NNP
31,Laksamana,PER,NNP
31,"28,85",O,CD
31,persen,O,CD
31,suara,O,NN
31,.,O,Z
32,Paling,O,NN
32,bawah,O,NN
32,",",O,Z
32,pasangan,O,NN
32,Dikdik,PER,NNP
32,M,PER,NNP
32,Arief,PER,NNP
32,Mansur-Cecep,PER,NNP
32,Nana,PER,NNP
32,Suryana,PER,NNP
32,Toyib,PER,NNP
32,(,PER,Z
32,Dikdik-Toyib,PER,NNP
32,),PER,Z
32,"1,72",O,CD
32,persen,O,CD
32,.,O,Z
33,Nurul,PER,NNP
33,mengatakan,O,VB
33,",",O,Z
33,pihaknya,O,RB
33,sudah,O,MD
33,berupaya,O,VB
33,mengusung,O,VB
33,calon,O,NN
33,terbaik,O,JJ
33,.,O,Z
34,Selain,O,IN
34,itu,O,PR
34,",",O,Z
34,kata,O,VB
34,dia,O,PRP
34,",",O,Z
34,mesin,O,NN
34,partai,O,NN
34,juga,O,RB
34,sudah,O,MD
34,bekerja,O,VB
34,optimal,O,JJ
34,.,O,Z
35,Hanya,O,RB
35,saja,O,RB
35,",",O,Z
35,pilihan,O,NN
35,tetap,O,RB
35,ada,O,VB
35,di,O,IN
35,tangan,O,NN
35,rakyat,O,NN
35,Jabar,LOC,NNP
35,.,O,Z
36,"""",O,Z
36,Golkar,ORG,NNP
36,mengucapkan,O,VB
36,selamat,O,JJ
36,kepada,O,IN
36,pasangan,O,NN
36,terpilih,O,VB
36,.,O,Z
36,Semoga,O,NNP
36,dapat,O,MD
36,menjalankan,O,VB
36,amanah,O,NN
36,rakyat,O,NN
36,tanpa,O,IN
36,menyingkirkan,O,VB
36,kelompok,O,NN
36,minoritas,O,NN
36,yang,O,SC
36,ada,O,VB
36,di,O,IN
36,Jabar,O,NNP
36,",",O,Z
36,"""",O,Z
36,kata,O,VB
36,Nurul,PER,NNP
36,.,O,Z
37,Nurul,PER,NNP
37,meyakinkan,O,VB
37,",",O,Z
37,akan,O,MD
37,mengobati,O,VB
37,kekalahan,O,NN
37,di,O,IN
37,Jabar,O,NNP
37,pada,O,IN
37,pemilu,O,NN
37,legislatif,O,JJ
37,2014,O,CD
37,.,O,Z
38,Pileg,O,NNP
38,",",O,Z
38,kata,O,VB
38,Nurul,O,NNP
38,lagi,O,RB
38,",",O,Z
38,tak,O,NEG
38,bisa,O,MD
38,disamakan,O,VB
38,dengan,O,IN
38,Pilgub,O,NNP
38,.,O,Z
39,Dalam,O,IN
39,Pileg,O,NNP
39,",",O,Z
39,semua,O,CD
39,partai,O,NN
39,dan,O,CC
39,caleg,O,NN
39,turun,O,VB
39,bersama-sama,O,VB
39,.,O,Z
40,"""",O,Z
40,Pasti,O,NNP
40,lebih,O,RB
40,kompetitif,O,JJ
40,.,O,Z
40,Dalam,O,IN
40,survei-survei,O,NN
40,Golkar,ORG,NNP
40,selalu,O,RB
40,memimpin,O,VB
40,.,O,Z
40,Jadi,O,NNP
40,",",O,Z
40,kami,O,PRP
40,optimis,O,NN
40,dapat,O,MD
40,memenangkan,O,VB
40,pertarungan,O,NN
40,di,O,IN
40,Pileg,O,NNP
40,2014,O,CD
40,",",O,Z
40,"""",O,Z
40,Nurul,PER,NNP
40,menegaskan,O,VB
40,.,O,Z
41,Menkokesra,PER,NNP
41,Agung,PER,NNP
41,Laksono,PER,NNP
41,yang,O,SC
41,berasal,O,VB
41,dari,O,IN
41,Partai,ORG,NNP
41,Golkar,ORG,NNP
41,menegaskan,O,VB
41,semua,O,CD
41,Menteri,O,NNP
41,dari,O,IN
41,Golkar,ORG,NNP
41,sudah,O,MD
41,menyampaikan,O,VB
41,kepada,O,IN
41,Ketua,O,NNP
41,Umumnya,O,NNP
41,bahwa,O,SC
41,mereka,O,PRP
41,tidak,O,NEG
41,bisa,O,MD
41,berkampanye,O,VB
41,di,O,IN
41,hari,O,NN
41,kerja,O,NN
41,.,O,Z
42,Sejak,O,IN
42,awal,O,NN
42,",",O,Z
42,kata,O,VB
42,Agung,PER,NNP
42,",",O,Z
42,Menteri,O,NNP
42,berasal,O,VB
42,dari,O,IN
42,Golkar,ORG,NNP
42,sudah,O,MD
42,mengungkapkan,O,VB
42,hal,O,NN
42,itu,O,PR
42,kepada,O,IN
42,Aburizal,PER,NNP
42,Bakrie,PER,NNP
42,.,O,Z
43,"""",O,Z
43,Sudah,O,NNP
43,ada,O,VB
43,dari,O,IN
43,awal,O,NN
43,sudah,O,MD
43,kami,O,PRP
43,sampaikan,O,VB
43,pada,O,IN
43,ketum,O,NN
43,bahwa,O,SC
43,sejak,O,IN
43,awal,O,NN
43,kita,O,PRP
43,nggak,O,RB
43,mungkin,O,MD
43,lagi,O,RB
43,berkegiatan,O,NN
43,pada,O,IN
43,hari-hari,O,NN
43,kerja,O,NN
43,",",O,Z
43,"""",O,Z
43,tegas,O,VB
43,Agung,PER,NNP
43,kepada,O,IN
43,wartawan,O,NN
43,termasuk,O,VB
43,Tribunnews.com,O,NNP
43,",",O,Z
43,di,O,IN
43,Kompleks,LOC,NNP
43,Istana,LOC,NNP
43,Negara,LOC,NNP
43,",",LOC,Z
43,Jakarta,LOC,NNP
43,",",O,Z
43,Selasa,TIM,NNP
43,(,TIM,Z
43,29/1/2013,TIM,CD
43,),TIM,Z
43,.,O,Z
44,Karena,O,SC
44,itu,O,PR
44,",",O,Z
44,dia,O,PRP
44,meminta,O,VB
44,agar,O,SC
44,masyarakat,O,NN
44,tidak,O,NEG
44,perlu,O,MD
44,khawatir,O,JJ
44,bahwa,O,SC
44,Menteri,O,NNP
44,tidak,O,NEG
44,akan,O,MD
44,fokus,O,VB
44,berkerja,O,NN
44,.,O,Z
45,"""",O,Z
45,Tidak,O,NEG
45,usah,O,VB
45,khawatir,O,JJ
45,mengganggu,O,VB
45,kinerja,O,NN
45,.,O,Z
45,Sistem,O,NN
45,ini,O,PR
45,berjalan,O,VB
45,kok,O,NN
45,.,O,Z
45,Setiap-tiap,O,NNP
45,kementerian,O,NNP
45,berjalan,O,VB
45,",",O,Z
45,"""",O,Z
45,dia,O,PRP
45,tegaskan,O,VB
45,.,O,Z
46,Kembali,O,RB
46,dia,O,PRP
46,pastikan,O,VB
46,",",O,Z
46,bahwa,O,SC
46,Partai,O,NNP
46,Golkar,O,NNP
46,pun,O,RP
46,tidak,O,NEG
46,akan,O,MD
46,"""",O,Z
46,mengganggu,O,VB
46,"""",O,Z
46,Kadernya,O,NNP
46,yang,O,SC
46,di,O,IN
46,Kabinet,O,NN
46,untuk,O,SC
46,urusan,O,NN
46,Kampanye,O,NNP
46,Pemilu,O,NNP
46,2014,O,CD
46,.,O,Z
47,"""",O,Z
47,Partai,O,NNP
47,kami,O,PRP
47,tetap,O,RB
47,minta,O,VB
47,bekerja,O,VB
47,untuk,O,IN
47,rakyat,O,NN
47,.,O,Z
47,Bahkan,O,RB
47,memicu,O,VB
47,kami,O,PRP
47,karena,O,SC
47,ada,O,VB
47,target-target,O,NN
47,yang,O,SC
47,diawasi,O,VB
47,oleh,O,IN
47,UKP4,O,NNP
47,",",O,Z
47,"""",O,Z
47,jelasnya,O,RB
47,lagi,O,RB
47,.,O,Z
48,Sebelumnya,O,SC
48,",",O,Z
48,Lingkaran,ORG,NNP
48,Survei,ORG,NNP
48,Indoensia,ORG,NNP
48,(,ORG,Z
48,LSI,ORG,NNP
48,),ORG,Z
48,melakukan,O,VB
48,survei,O,NN
48,terkait,O,VB
48,kinerja,O,NN
48,Kabinet,O,NN
48,Indonesia,O,NNP
48,Bersatu,O,NNP
48,(,O,Z
48,KIB,O,NNP
48,),O,Z
48,II,O,NNP
48,memasuki,O,VB
48,tahun,O,NN
48,politik,O,NN
48,.,O,Z
49,Mayoritas,O,NN
49,responden,O,NN
49,khawatir,O,JJ
49,menteri,O,NN
49,parpol,O,NN
49,tak,O,NEG
49,lagi,O,RB
49,fokus,O,NN
49,bekerja,O,VB
49,di,O,IN
49,tahun,O,NN
49,politik,O,NN
49,.,O,Z
50,"""",O,Z
50,Mayoritas,O,NN
50,publik,O,NN
50,khawatir,O,JJ
50,pada,O,IN
50,menteri,O,NN
50,dari,O,IN
50,parpol,O,NN
50,tidak,O,NEG
50,lagi,O,RB
50,fokus,O,NN
50,menjalankan,O,VB
50,tugas,O,NN
50,di,O,IN
50,kementerian,O,NNP
50,",",O,Z
50,"""",O,Z
50,ujar,O,VB
50,peneliti,O,NN
50,LSI,ORG,NNP
50,",",O,Z
50,Ardian,PER,NNP
50,Sofa,PER,NNP
50,",",O,Z
50,menyampaikan,O,VB
50,poin,O,NN
50,kesimpulan,O,NN
50,survei,O,NN
50,LSI,ORG,NNP
50,di,O,IN
50,Kantor,LOC,NNP
50,Lingkaran,LOC,NNP
50,Survei,LOC,NNP
50,Indonesia,LOC,NNP
50,di,O,IN
50,Jl,LOC,NNP
50,Pramuka,LOC,NNP
50,",",LOC,Z
50,Jakarta,LOC,NNP
50,Timur,LOC,NNP
50,",",O,Z
50,Selasa,TIM,NNP
50,(,TIM,Z
50,29/1/2013,TIM,CD
50,),TIM,Z
50,.,O,Z
51,Berdasarkan,O,VB
51,survei,O,NN
51,yang,O,SC
51,dilakukan,O,VB
51,oleh,O,IN
51,LSI,ORG,NNP
51,",",O,Z
51,sebanyak,O,CD
51,"86,35",O,CD
51,persen,O,CD
51,responden,O,NN
51,khawatir,O,JJ
51,menteri,O,NN
51,dari,O,IN
51,parpol,O,NN
51,tak,O,NEG
51,lagi,O,RB
51,fokus,O,NN
51,bekerja,O,VB
51,",",O,Z
51,sementara,O,SC
51,"10,79",O,CD
51,persen,O,CD
51,responden,O,NN
51,percaya,O,VB
51,para,O,DT
51,menteri,O,NN
51,parpol,O,NN
51,masih,O,MD
51,bisa,O,MD
51,bekerja,O,VB
51,dengan,O,IN
51,baik,O,JJ
51,.,O,Z
52,Sementara,O,SC
52,sebanyak,O,CD
52,"2,86",O,CD
52,persen,O,CD
52,responden,O,NN
52,menjawab,O,VB
52,tidak,O,NEG
52,tahu,O,VB
52,.,O,Z
53,Survei,O,NN
53,dilakukan,O,VB
53,pada,O,IN
53,22-25,TIM,CD
53,Januari,TIM,NNP
53,2013,TIM,CD
53,",",O,Z
53,dengan,O,IN
53,motede,O,FW
53,multistage,O,FW
53,random,O,FW
53,sampling,O,FW
53,dengan,O,IN
53,1200,O,CD
53,responden,O,NN
53,yang,O,SC
53,tersebar,O,VB
53,di,O,IN
53,seluruh,O,CD
53,Indonesia,O,NNP
53,.,O,Z
54,Wawancara,O,NNP
54,menggunakan,O,VB
54,metode,O,NN
54,handset,O,NN
54,dengan,O,IN
54,margin,O,NN
54,error,O,NN
54,"2,9",O,CD
54,persen,O,CD
