0,1,2,postag
7,lain,O,JJ
7,dan,O,CC
7,sebagainya,O,RB
7,",",O,Z
7,"""",O,Z
7,kata,O,VB
7,Jonan,PER,NN
7,.,O,Z
8,Selanjutnya,O,CC
8,Jonan,PER,NN
8,mengeluhkan,O,VB
8,kalau,O,SC
8,Kemenhub,ORG,NNP
8,sering,O,RB
8,digugat,O,VB
8,dalam,O,IN
8,peradilan,O,NN
8,Tata,ORG,NNP
8,Usaha,ORG,NNP
8,Negara,ORG,NNP
8,(,O,Z
8,TUN,ORG,NN
8,),O,Z
8,lantaran,O,NN
8,ada,O,VB
8,pihak,O,NN
8,yang,O,SC
8,meminta,O,VB
8,izin,O,NN
8,operasi,O,NN
8,tidak,O,NEG
8,diberi,O,VB
8,.,O,Z
9,Dengan,O,IN
9,begitu,O,PR
9,",",O,Z
9,dalam,O,IN
9,nota,O,NN
9,kesepakatan,O,NN
9,ini,O,PR
9,juga,O,RB
9,disepakati,O,VB
9,bahwa,O,SC
9,Jaksa,ORG,NNP
9,Pengacara,ORG,NNP
9,Negara,ORG,NNP
9,akan,O,MD
9,membantu,O,VB
9,Kemenhub,ORG,NNP
9,bila,O,SC
9,digugat,O,VB
9,ke,O,IN
9,TUN,ORG,NN
9,.,O,Z
10,Kalau,O,SC
10,UU,O,NNP
10,pelayaran,O,NN
10,ada,O,VB
10,di,O,IN
10,dalamnya,O,NN
10,kalau,O,SC
10,kapal,O,NN
10,asing,O,JJ
10,mau,O,RB
10,beroperasi,O,VB
10,harus,O,MD
10,minta,O,VB
10,izin,O,NN
10,.,O,Z
11,Menteri,O,NNP
11,digugat,O,VB
11,ke,O,IN
11,TUN,ORG,NN
11,",",O,Z
11,sedangkan,O,CC
11,kalau,O,SC
11,dikasih,O,NN
11,izin,O,NN
11,",",O,Z
11,orang,O,NN
11,lain,O,JJ
11,men-,O,NNP
11,TUN,ORG,NNP
11,menteri,O,NNP
11,.,O,Z
12,Jadi,O,VB
12,bedanya,O,RB
12,cuma,O,VB
12,kehilangan,O,NN
12,tinta,O,VB
12,pulpen,O,NN
12,kalau,O,SC
12,saya,O,PRP
12,tapi,O,CC
12,tetap,O,RB
12,di-,O,VB
12,TUN,ORG,NN
12,",",O,Z
12,dituntut,O,VB
12,.,O,Z
13,Ini,O,PR
13,harus,O,MD
13,kita,O,PRP
13,selesaikan,O,VB
13,secara,O,IN
13,hukum,O,NN
13,dan,O,CC
13,sebagainya,O,RB
13,",",O,Z
13,"""",O,Z
13,ujar,O,VB
13,Jonan,PER,NN
13,di,O,IN
13,depan,O,NN
13,Jaksa,O,NNP
13,Agung,O,NNP
13,.,O,Z
14,Menurut,O,IN
14,Jonan,PER,NNP
14,Jamintel,O,NNP
14,Kejagung,ORG,NNP
14,dan,O,CC
14,Kemenhub,ORG,NNP
14,bisa,O,MD
14,saling,O,RB
14,bertukar,O,VB
14,informasi,O,NN
14,penting,O,JJ
14,antar,O,IN
14,instansi,O,NN
14,kalau,O,SC
14,dibutuhkan,O,VB
14,.,O,Z
15,"""",O,Z
15,Kadang,O,NN
15,kami,O,PRP
15,perlu,O,MD
15,informasi,O,VB
15,dari,O,IN
15,unit,O,NN
15,intelijen,O,NN
15,bapak,O,NN
15,(,O,Z
15,Jaksa,O,NNP
15,Agung,O,NNP
15,Prasetyo,PER,NNP
15,),O,Z
15,untuk,O,SC
15,pengamanan,O,NN
15,dan,O,CC
15,peningkatan,O,NN
15,transportasi,O,NN
15,",",O,Z
15,"""",O,Z
15,kata,O,VB
15,Jonan,PER,NN
15,.,O,Z
16,Soal,O,NN
16,penegakan,O,VB
16,hukum,O,NN
16,juga,O,RB
16,disepakati,O,VB
16,dalam,O,IN
16,MoU,O,FW
16,itu,O,PR
16,",",O,Z
16,Jonan,PER,NN
16,secara,O,IN
16,pribadi,O,NN
16,mengatakan,O,VB
16,mendukung,O,VB
16,hal,O,NN
16,itu,O,PR
16,.,O,Z
17,Menhub,O,NNP
17,sebagai,O,IN
17,regulator,O,NN
17,dan,O,CC
17,pengguna,O,NN
17,anggaran,O,NN
17,mengaku,O,VB
17,memiliki,O,VB
17,hambatan,O,NN
17,dan,O,CC
17,kompleksitas,O,NN
17,akibat,O,NN
17,dikejar-kejar,O,VB
17,deadline,O,FW
17,proyek,O,NN
17,.,O,Z
18,"""",O,Z
18,Contohnya,O,NN
18,misal,O,NN
18,pembangunan,O,NN
18,LRT,O,NNP
18,di,O,IN
18,kota,O,NNP
18,Palembang,LOC,NNP
18,",",O,Z
18,itu,O,PR
18,targetnya,O,RB
18,digunakan,O,VB
18,untuk,O,IN
18,pesta,O,NN
18,ASEAN,O,NNP
18,Games,O,NNP
18,Juni,TIM,NNP
18,2018,TIM,CD
18,",",O,Z
18,ini,O,PR
18,harus,O,MD
18,diuber,O,VB
18,",",O,Z
18,makanya,O,RB
18,kami,O,PRP
18,minta,O,VB
18,payung,O,NN
18,hukum,O,NN
18,peraturan,O,NN
18,presiden,O,NN
18,supaya,O,NN
18,pelaksanaan,O,NN
18,tidak,O,NEG
18,salah,O,JJ
18,.,O,Z
19,Pasti,O,RB
19,akan,O,MD
19,dikonsultasikan,O,VB
19,dengan,O,IN
19,rekan,O,NN
19,rekan,O,NN
19,Kejari,ORG,NNP
19,Sumsel,LOC,NNP
19,dan,O,CC
19,Kejari,ORG,NNP
19,Palembang,LOC,NNP
19,supaya,O,SC
19,nggak,O,RB
19,salah,O,JJ
19,.,O,Z
20,Kadang,O,NN
20,kita,O,PRP
20,di,O,IN
20,kementerian,O,NN
20,teknis,O,JJ
20,yang,O,SC
20,pentnig,O,VB
20,jadi,O,VB
20,hanya,O,RB
20,prosesnya,O,RB
20,menurut,O,IN
20,saya,O,PRP
20,prosesnya,O,RB
20,harus,O,MD
20,betul,O,VB
20,",",O,Z
20,"""",O,Z
20,ujar,O,VB
20,Jonan,PER,NN
20,.,O,Z
21,Menanggapi,O,CC
21,hal,O,NN
21,itu,O,PR
21,kemudian,O,CC
21,",",O,Z
21,Jaksa,O,NNP
21,Agung,O,NNP
21,Prasetyo,PER,NNP
21,mengataskan,O,VB
21,bersedia,O,VB
21,mendampingi,O,VB
21,Kemenhub,ORG,NNP
21,.,O,Z
22,Kejagung,ORG,NNP
22,meluncurkan,O,VB
22,program,O,NN
22,TP4,ORG,NNP
22,(,O,Z
22,Tim,ORG,NNP
22,Pengawal,ORG,NNP
22,dan,ORG,CC
22,Pengaman,ORG,NNP
22,Pemerintahan,ORG,NNP
22,dan,ORG,CC
22,Pembangunan,ORG,NN
22,),O,Z
22,.,O,Z
23,Program,O,NN
23,ini,O,PR
23,sudah,O,MD
23,mulai,O,VB
23,dilaksanakan,O,VB
23,di,O,IN
23,pusat,O,NN
23,dan,O,CC
23,daerah,O,NN
23,dengan,O,IN
23,bentuk,O,NN
23,Kejari,ORG,NNP
23,dan,O,CC
23,Kejati,ORG,NNP
23,sebagai,O,IN
23,pendamping,O,NN
23,di,O,IN
23,daerah,O,NN
23,.,O,Z
24,Perhubungan,O,NN
24,saya,O,PRP
24,rasa,O,NN
24,banyak,O,CD
24,mengeluarkan,O,VB
24,izin-izin,O,NN
24,dan,O,CC
24,tentu,O,RB
24,ini,O,PR
24,akan,O,MD
24,membutuhkan,O,VB
24,jasa,O,NN
24,kita,O,PRP
24,supaya,O,SC
24,tidak,O,NEG
24,ada,O,VB
24,penyimpangan,O,NN
24,",",O,Z
24,"""",O,Z
24,kata,O,VB
24,Jaksa,O,NNP
24,Agung,O,NNP
24,Prasetyo,PER,NNP
24,.,O,Z
25,Sebelumnya,O,SC
25,",",O,Z
25,Menteri,O,NNP
25,Luar,O,NNP
25,Negeri,O,NNP
25,RI,LOC,NNP
25,Retno,PER,NNP
25,Marsudi,PER,NNP
25,pun,O,RP
25,menegaskan,O,VB
25,hal,O,NN
25,yang,O,SC
25,sama,O,JJ
25,seusai,O,SC
25,mengadakan,O,VB
25,rapat,O,NN
25,dengan,O,IN
25,Menko,O,NNP
25,Polhukam,O,NNP
25,Luhut,PER,NNP
25,Pandjaitan,PER,NNP
25,dan,O,CC
25,Panglima,O,NNP
25,Tentara,ORG,NNP
25,Nasional,ORG,NNP
25,Indonesia,ORG,NNP
25,Gatot,PER,NNP
25,Nurmantyo,PER,NNP
25,.,O,Z
26,Saya,O,PRP
26,mengundang,O,VB
26,teman-teman,O,NN
26,Kemenhub,ORG,NNP
26,untuk,O,SC
26,memanfaatkan,O,VB
26,segala,O,CD
26,macam,O,NND
26,semua,O,CD
26,instrumen,O,NN
26,atau,O,CC
26,hal-hal,O,NN
26,yang,O,SC
26,berkitan,O,NN
26,dengan,O,SC
26,penegakan,O,VB
26,hukum,O,NN
26,baik,O,JJ
26,pusat,O,NN
26,maupun,O,CC
26,daerah,O,NN
26,karena,O,SC
26,TP4,ORG,NNP
26,ada,O,VB
26,di,O,IN
26,daerah,O,NN
26,juga,O,RB
26,dan,O,CC
26,terbuka,O,VB
26,kami,O,PRP
26,siap,O,VB
26,untuk,O,SC
26,mendampingi,O,VB
26,",",O,Z
26,"""",O,Z
26,tutup,O,VB
26,Prasetyo,PER,NNP
26,.,O,Z
27,Komisi,ORG,NNP
27,Pengawasan,ORG,NNP
27,dan,ORG,CC
27,Persaingan,ORG,NN
27,Usaha,ORG,NN
27,(,O,Z
27,KPPU,ORG,NNP
27,),O,Z
27,pernah,O,MD
27,mengirimkan,O,VB
27,masukan,O,VB
27,ke,O,IN
27,Menhub,O,NNP
27,Ignasius,PER,NNP
27,Jonan,PER,NNP
27,.,O,Z
28,"""",O,Z
28,KPPU,ORG,NNP
28,merekomendasikan,O,VB
28,dihilangkan,O,VB
28,",",O,Z
28,karena,O,SC
28,ini,O,PR
28,menghambat,O,VB
28,taksi,O,NN
28,konvensional,O,JJ
28,bersaing,O,VB
28,menerapkan,O,VB
28,tarif,O,NN
28,rendah,O,JJ
28,",",O,Z
28,"""",O,Z
28,jelas,O,VB
28,Ketua,O,NNP
28,KPPU,ORG,NNP
28,M,PER,NNP
28,.,PER,Z
28,Syarkawi,PER,NNP
28,Rauf,PER,NNP
28,saat,O,NN
28,berbincang,O,NN
28,dengan,O,IN
28,detikcom,ORG,NN
28,",",O,Z
28,Kamis,TIM,NNP
28,(,TIM,Z
28,24/3/2016,TIM,CD
28,),TIM,Z
28,.,O,Z
29,Tak,O,NEG
29,hanya,O,RB
29,soal,O,NN
29,tarif,O,NN
29,bawah,O,NN
29,saja,O,RB
29,",",O,Z
29,sejumlah,O,CD
29,aturan,O,NN
29,yang,O,SC
29,menghambat,O,VB
29,taksi,O,NN
29,konvensional,O,JJ
29,",",O,Z
29,juga,O,RB
29,disarankan,O,VB
29,dihapuskan,O,VB
29,agar,O,SC
29,persaingan,O,NN
29,dengan,O,IN
29,layanan,O,NN
29,berbasis,O,VB
29,aplikasi,O,NN
29,seperti,O,IN
29,Uber,ORG,NNP
29,dan,O,CC
29,GrabCar,ORG,NNP
29,bisa,O,MD
29,dilakukan,O,VB
29,.,O,Z
30,"""",O,Z
30,Biaya,O,NN
30,kir,O,NN
30,yang,O,SC
30,mahal,O,JJ
30,dihilangkan,O,VB
30,",",O,Z
30,kemudian,O,CC
30,Pemda,O,NNP
30,juga,O,RB
30,jangan,O,NEG
30,menjadikan,O,VB
30,taksi,O,NN
30,sumber,O,NN
30,PAD,O,NNP
30,",",O,Z
30,karena,O,SC
30,taksi,O,NN
30,ini,O,PR
30,membantu,O,VB
30,transportasi,O,NN
30,",",O,Z
30,"""",O,Z
30,urai,O,VB
30,dia,O,PRP
30,.,O,Z
31,Kendaraan,O,NN
31,operasional,O,JJ
31,juga,O,RB
31,sebaiknya,O,RB
31,dibatasi,O,VB
31,menjadi,O,VB
31,tiga,O,CD
31,tahun,O,NN
31,karena,O,SC
31,kendaraan,O,NN
31,Uber,ORG,NNP
31,dan,O,CC
31,GrabCar,ORG,NN
31,kendaraan,O,NN
31,pribadi,O,NN
31,yang,O,SC
31,nyaman,O,NN
31,.,O,Z
32,Sementara,O,SC
32,itu,O,PR
32,soal,O,NN
32,layanan,O,NN
32,transportasi,O,NN
32,berbasis,O,VB
32,aplikasi,O,NN
32,",",O,Z
32,KPPU,ORG,NNP
32,melihat,O,VB
32,tidak,O,NEG
32,ada,O,VB
32,Indonesia,LOC,NNP
32,lambat,O,JJ
32,dalam,O,IN
32,mengantisipasi,O,NN
32,kemajuan,O,NN
32,teknologi,O,NN
32,di,O,IN
32,bidang,O,NN
32,transportasi,O,NN
32,.,O,Z
33,Syarkawi,PER,NNP
33,membandingkan,O,VB
33,dengan,O,IN
33,Singapura,LOC,NNP
33,yang,O,SC
33,bahkan,O,VB
33,pada,O,IN
33,2015,O,CD
33,malah,O,NN
33,mengundang,O,VB
33,Uber,ORG,NNP
33,dan,O,CC
33,Grab,ORG,NNP
33,berusaha,O,VB
33,di,O,IN
33,negara,O,NN
33,mereka,O,PRP
33,.,O,Z
34,Di,O,IN
34,Singapura,LOC,NNP
34,semua,O,CD
34,kendaraan,O,NN
34,layanan,O,NN
34,aplikasi,O,NN
34,terdata,O,NN
34,sebagai,O,IN
34,taksi,O,NN
34,",",O,Z
34,sehingga,O,SC
34,keamanan,O,NN
34,dan,O,CC
34,kenyamanan,O,NN
34,penumpang,O,NN
34,terjamin,O,NN
34,.,O,Z
35,Gara-gara,O,NN
35,jaketnya,O,RB
35,",",O,Z
35,vokalis,O,NN
35,Joe,PER,NNP
35,Jonas,PER,NNP
35,(,O,Z
35,26,O,CD
35,),O,Z
35,",",O,Z
35,mantan,O,JJ
35,personel,O,NN
35,band,O,NNP
35,Jonas,ORG,NNP
35,Brothers,ORG,NNP
35,dari,O,IN
35,AS,LOC,NNP
35,",",O,Z
35,membuat,O,VB
35,heboh,O,NN
35,sejumlah,O,CD
35,netizen,O,NN
35,Indonesia,LOC,NNP
35,.,O,Z
36,Menko,O,NNP
36,Polhukam,O,NNP
36,Luhut,PER,NNP
36,Pandjaitan,PER,NNP
36,menjamin,O,NNP
36,Uber,ORG,NNP
36,dan,O,CC
36,GrabCar,ORG,NNP
36,akan,O,MD
36,mudah,O,JJ
36,dalam,O,IN
36,mengurus,O,NN
36,perizinan,O,NN
36,.,O,Z
37,Dengan,O,IN
37,jaminan,O,NN
37,dua,O,CD
37,menteri,O,NN
37,yang,O,SC
37,memiliki,O,VB
37,integritas,O,NN
37,",",O,Z
37,Menhub,O,NNP
37,Ignasius,PER,NNP
37,Jonan,PER,NNP
37,dan,O,CC
37,Menkominfo,O,NNP
37,Rudiantara,PER,NNP
37,",",O,Z
37,proses,O,NN
37,akan,O,MD
37,mudah,O,JJ
37,.,O,Z
38,Penyanyi,O,NNP
38,Demi,PER,NNP
38,Lovato,PER,NNP
38,(,O,Z
38,22,O,CD
38,),O,Z
38,bertekad,O,VB
38,mulai,O,VB
38,mencintai,O,NN
38,tubuhnya,O,NN
38,sendiri,O,NN
38,dan,O,CC
38,akan,O,MD
38,memperlakukan,O,VB
38,tubuhnya,O,RB
38,dengan,O,IN
38,baik,O,JJ
38,melalui,O,IN
38,gaya,O,NN
38,hidup,O,NN
38,sehat,O,JJ
38,.,O,Z
39,Tapi,O,CC
39,saya,O,PRP
39,katakan,O,VB
39,tadi,O,NN
39,sama,O,JJ
39,Grab,ORG,NNP
39,",",O,Z
39,Organda,ORG,NNP
39,",",O,Z
39,dan,O,CC
39,Uber,ORG,NNP
39,",",O,Z
39,dua,O,CD
39,menteri,O,NN
39,yang,O,SC
39,terlibat,O,VB
39,ini,O,PR
39,memiliki,O,VB
39,integritas,O,NN
39,yang,O,SC
39,baik,O,JJ
39,",",O,Z
39,"""",O,Z
39,jelas,O,VB
39,Luhut,PER,NNP
39,dalam,O,IN
39,jumpa,O,NN
39,pers,O,NN
39,di,O,IN
39,Kemenko,ORG,NNP
39,Polhukam,ORG,NNP
39,",",O,Z
39,Jl,LOC,NNP
39,Medan,LOC,NNP
39,Merdeka,LOC,NNP
39,Barat,LOC,NNP
39,",",O,Z
39,Jakarta,LOC,NNP
39,",",O,Z
39,Kamis,TIM,NNP
39,(,TIM,Z
39,24/3/2016,TIM,CD
39,),TIM,Z
39,.,O,Z
40,Zuckerberg,PER,NNP
40,juga,O,RB
40,bernostalgia,O,VB
40,tentang,O,IN
40,kunjungannya,O,NN
40,ke,O,IN
40,Indonesia,LOC,NNP
40,beberapa,O,CD
40,tahun,O,NN
40,lalu,O,CC
40,.,O,Z
41,Sebelumnya,O,SC
41,",",O,Z
41,Jokowi,PER,NNP
41,menyatakan,O,VB
41,harapannya,O,NN
41,agar,O,SC
41,Facebook,O,NNP
41,bisa,O,MD
41,membantu,O,VB
41,mewujudkan,O,VB
41,visi,O,NN
41,mengembangkan,O,VB
41,Indonesia,LOC,NNP
41,menjadi,O,VB
41,ekonomi,O,NN
41,digital,O,NN
41,terbesar,O,JJ
41,di,O,IN
41,Asia,LOC,NNP
41,Tenggara,LOC,NNP
41,pada,O,IN
41,2020,O,CD
41,.,O,Z
42,Bila,O,SC
42,kemudian,O,CC
42,muncul,O,VB
42,keluhan,O,NN
42,adanya,O,NN
42,kesulitan,O,NN
42,",",O,Z
42,bisa,O,MD
42,disampaikan,O,VB
42,ke,O,IN
42,kantor,LOC,NN
42,Menko,LOC,NNP
42,Polhukam,LOC,NNP
42,.,O,Z
43,Menhub,O,NNP
43,Ignasius,PER,NNP
43,Jonan,PER,NNP
43,menyampaikan,O,VB
43,serangkaian,O,NN
43,aturan,O,NN
43,yang,O,SC
43,mesti,O,MD
43,dipenuhi,O,VB
43,Uber,ORG,NNP
43,dan,O,CC
43,GrabCar,ORG,NNP
43,hingga,O,IN
43,31,TIM,CD
43,Mei,TIM,NNP
43,mendatang,O,VB
43,.,O,Z
44,"""",O,Z
44,Nggak,O,NNP
44,boleh,O,MD
44,keliling,O,VB
44,kayak,O,CD
44,taksi,O,NN
44,",",O,Z
44,nggak,O,NEG
44,boleh,O,MD
44,mangkal,O,JJ
44,",",O,Z
44,"""",O,Z
44,jelas,O,VB
44,Jonan,PER,NN
44,dalam,O,IN
44,jumpa,O,NN
44,pers,O,NN
44,di,O,IN
44,Kemenko,LOC,NNP
44,Polhukam,LOC,NNP
44,",",O,Z
44,Jakarta,LOC,NNP
44,",",O,Z
44,Kamis,TIM,NNP
44,(,TIM,Z
44,24/3/2016,TIM,CD
44,),TIM,Z
44,.,O,Z
45,Dia,O,PRP
45,menyarankan,O,VB
45,agar,O,SC
45,Uber,ORG,NNP
45,atau,O,CC
45,GrabCar,ORG,NNP
45,membuat,O,VB
45,tempat,O,NN
45,untuk,O,SC
45,kendaraannya,O,RB
45,armadanya,O,RB
45,.,O,Z
46,Dalam,O,IN
46,jumpa,O,NN
46,pers,O,NN
46,di,O,IN
46,Kemenko,ORG,NNP
46,Polhukam,ORG,NNP
46,",",O,Z
46,Kamis,TIM,NNP
46,(,TIM,Z
46,24/3/2016,TIM,CD
46,),TIM,Z
46,sejumlah,O,CD
46,persyaratan,O,NN
46,harus,O,MD
46,dilakukan,O,VB
46,.,O,Z
47,"""",O,Z
47,Hari,O,NN
47,ini,O,PR
47,",",O,Z
47,kami,O,PRP
47,berbincang,O,VB
47,tentang,O,IN
47,kelanjutan,O,NN
47,kerja,O,NN
47,sama,O,JJ
47,meningkatkan,O,VB
47,konektivitas,O,NN
47,dan,O,CC
47,kesempatan,O,NN
47,akses,O,NN
47,internet,O,NN
47,bagi,O,IN
47,seluruh,O,CD
47,warga,O,NN
47,Indonesia,LOC,NNP
47,",",O,Z
47,"""",O,Z
47,kata,O,VB
47,dia,O,PRP
47,.,O,Z
48,Kemudian,O,CC
48,juga,O,RB
48,",",O,Z
48,para,O,DT
48,sopir,O,NN
48,yang,O,SC
48,mengemudikan,O,VB
48,mobil,O,NN
48,yang,O,SC
48,tergabung,O,VB
48,dalam,O,IN
48,Uber,ORG,NNP
48,dan,O,CC
48,GrabCar,ORG,NNP
48,mesti,O,NNP
48,SIM,O,NNP
48,A,O,NNP
48,Umum,O,NNP
48,.,O,Z
49,Sebuah,O,NND
49,bom,O,NN
49,yang,O,SC
49,diletakkan,O,VB
49,di,O,IN
49,dalam,O,IN
49,sebuah,O,NND
49,mobil,O,NN
49,meledak,O,VB
49,di,O,IN
49,Mogadishu,LOC,NNP
49,",",O,Z
49,Somalia,LOC,NNP
49,",",O,Z
49,Kamis,TIM,NNP
49,(,TIM,Z
49,22/1/2016,TIM,CD
49,),TIM,Z
49,sekitar,O,IN
49,pukul,O,NN
49,19.30,TIM,CD
49,waktu,O,NN
49,setempat,O,NN
49,.,O,Z
50,Ledakan,O,NN
50,terjadi,O,VB
50,di,O,IN
50,sebuah,O,NND
50,restoran,O,NN
50,pinggir,O,NN
50,pantai,O,NN
50,yang,O,SC
50,cukup,O,RB
50,terkenal,O,VB
50,",",O,Z
50,Pantai,LOC,NNP
50,Lido,LOC,NNP
50,.,O,Z
51,Pemerintah,O,NN
51,sudah,O,MD
51,memberikan,O,VB
51,solusi,O,NN
51,final,O,NN
51,untuk,O,SC
51,Uber,ORG,NNP
51,dan,O,CC
51,GrabCar,ORG,NNP
51,.,O,Z
52,Disampaikan,O,VB
52,Menhub,O,NNP
52,Ignasius,PER,NNP
52,Jonan,PER,NNP
52,di,O,IN
52,Kemenko,ORG,NNP
52,Polhukam,ORG,NNP
52,",",O,Z
52,Jl,LOC,NNP
52,Medan,LOC,NNP
52,Merdeka,LOC,NNP
52,Barat,LOC,NNP
52,",",O,Z
52,Jakarta,LOC,NNP
52,",",O,Z
52,Kamis,TIM,NNP
52,(,TIM,Z
52,24/3/2016,TIM,CD
52,),TIM,Z
52,",",O,Z
52,Uber,ORG,NNP
52,dan,O,CC
52,GrabCar,ORG,NNP
52,harus,O,MD
52,menjalin,O,VB
52,kerjasama,O,NN
52,dengan,O,IN
52,badan,O,NN
52,usaha,O,NN
52,apapun,O,SC
52,dalam,O,IN
52,bentuk,O,NN
52,yayasan,O,NN
52,",",O,Z
52,koperasi,O,NN
52,",",O,Z
52,atau,O,CC
52,PT,O,NNP
52,yang,O,SC
52,memiliki,O,VB
52,izin,O,NN
52,perusahaan,O,NN
52,transportasi,O,NN
52,.,O,Z
53,Menteri,O,NNP
53,Perhubungan,O,NNP
53,Ignasius,PER,NNP
53,Jonan,PER,NNP
53,tak,O,NEG
53,ingin,O,RB
53,menanggapi,O,VB
53,wacana,O,NN
53,perubahan,O,NN
53,Undang-Undang,O,NNP
53,Nomor,O,NNP
53,22,O,CD
53,Tahun,O,NN
53,2009,O,CD
53,tentang,O,IN
53,Lalu,O,NNP
53,Lintas,O,NNP
53,dan,O,CC
53,Angkutan,O,NNP
53,Jalan,O,NNP
53,",",O,Z
53,menyusul,O,VB
53,kisruh,O,CD
53,taksi,O,NN
53,konvensional,O,JJ
53,vs,O,NN
53,berbasis,O,VB
53,aplikasi,O,NN
53,.,O,Z
54,Jonan,PER,NN
54,mengatakan,O,VB
54,apabila,O,SC
54,dirasa,O,VB
54,penting,O,JJ
54,",",O,Z
54,yang,O,SC
54,memiliki,O,VB
54,kewenangan,O,NN
54,untuk,O,SC
54,melakukan,O,VB
54,perubahan,O,NN
54,atau,O,CC
54,revisi,O,NN
54,adalah,O,VB
54,DPR,ORG,NNP
54,.,O,Z
55,Kalau,O,SC
55,DPR,ORG,NNP
55,mau,O,RB
55,mengubah,O,VB
55,silakan,O,VB
55,",",O,Z
55,saya,O,PRP
55,enggak,O,RB
55,mau,O,VB
55,.,O,Z
56,Presiden,O,NNP
56,Amerika,LOC,NNP
56,Serikat,LOC,NNP
56,(,O,Z
56,AS,LOC,NNP
56,),O,Z
56,Barack,PER,NNP
56,Obama,PER,NNP
56,mengaku,O,VB
56,sudah,O,MD
56,mengenal,O,VB
56,masyarakat,O,NN
56,dan,O,CC
56,keindahan,O,NN
56,Asia,LOC,NNP
56,Tenggara,LOC,NNP
56,sejak,O,IN
56,masih,O,MD
56,kecil,O,JJ
56,",",O,Z
56,ketika,O,SC
56,tinggal,O,VB
56,di,O,IN
56,Indonesia,LOC,NNP
56,selama,O,IN
56,beberapa,O,CD
56,tahun,O,NN
56,.,O,Z
57,Dalam,O,IN
57,jumpa,O,NN
57,pers,O,NN
57,yang,O,SC
57,dibuka,O,VB
57,Menko,O,NNP
57,Polhukam,O,NNP
