0,1,2,postag
11,Indonesia,LOC,NNP
11,Sukses,O,NNP
11,"""",O,Z
11,senilai,O,NN
11,Rp,O,SYM
11,"14,1",O,CD
11,miliar,O,CD
11,.,O,Z
12,Sedangkan,O,CC
12,saham,O,NN
12,yang,O,SC
12,turun,O,VB
12,harganya,O,RB
12,di,O,IN
12,top,O,FW
12,loser,O,FW
12,diantaranya,O,X
12,Semen,ORG,NNP
12,Gresik,ORG,NNP
12,turun,O,VB
12,Rp,O,SYM
12,250,O,CD
12,menjadi,O,VB
12,Rp,O,SYM
12,10.500,O,CD
12,",",O,Z
12,PT,ORG,NNP
12,BA,ORG,NNP
12,turun,O,VB
12,Rp,O,SYM
12,25,O,CD
12,menjadi,O,VB
12,Rp,O,SYM
12,850,O,CD
12,",",O,Z
12,Medco,ORG,NNP
12,turun,O,VB
12,Rp,O,SYM
12,25,O,CD
12,menjadi,O,VB
12,Rp,O,SYM
12,1525,O,CD
12,",",O,Z
12,PT,ORG,NNP
12,Timah,ORG,NNP
12,turun,O,VB
12,Rp,O,SYM
12,25,O,CD
12,menjadi,O,VB
12,Rp,O,SYM
12,2125,O,CD
12,.,O,Z
13,Manejer,O,NNP
13,PT,ORG,NNP
13,Telkom,ORG,NNP
13,Yogyakarta,LOC,NNP
13,Jujun,PER,NNP
13,Pujaswara,PER,NNP
13,yang,O,SC
13,hadir,O,VB
13,dalam,O,IN
13,acara,O,NN
13,itu,O,PR
13,menjelaskan,O,VB
13,gangguan,O,NN
13,teknis,O,JJ
13,yang,O,SC
13,terjadi,O,VB
13,saat,O,NN
13,teleconference,O,FW
13,berasal,O,VB
13,dari,O,IN
13,Cikeas,LOC,NNP
13,.,O,Z
14,Sampai,O,IN
14,September,TIM,NNP
14,2004,TIM,CD
14,",",O,Z
14,Telkom,ORG,NNP
14,mencatat,O,VB
14,peningkatan,O,NN
14,total,O,NN
14,aset,O,NN
14,menjadi,O,VB
14,Rp,O,SYM
14,"56,115",O,CD
14,triliun,O,CD
14,dibandingkan,O,VB
14,periode,O,NN
14,yang,O,SC
14,sama,O,JJ
14,tahun,O,NN
14,lalu,O,CC
14,sebesar,O,JJ
14,Rp,O,SYM
14,"48,592",O,CD
14,triliun,O,CD
14,.,O,Z
15,Mentari,O,NNP
15,yang,O,SC
15,bisa,O,MD
15,nyambung,O,VB
15,",",O,Z
15,"""",O,Z
15,kata,O,VB
15,Fahmi,PER,NN
15,",",O,Z
15,staf,O,NN
15,PT,ORG,NNP
15,Indosat,ORG,NNP
15,Tbk,ORG,NNP
15,yang,O,SC
15,mengontrol,O,VB
15,tower,O,NN
15,Indosat,ORG,NNP
15,di,O,IN
15,Nabire,LOC,NNP
15,lewat,O,VB
15,remote,O,NN
15,di,O,IN
15,Surabaya,LOC,NNP
15,.,O,Z
16,Untuk,O,SC
16,perubahan,O,NN
16,nomor,O,NN
16,SMS,O,NNP
16,bebas,O,JJ
16,pulsa,O,NN
16,untuk,O,SC
16,semua,O,CD
16,operator,O,NN
16,itu,O,PR
16,",",O,Z
16,apakah,O,SC
16,Depkominfo,ORG,NNP
16,juga,O,RB
16,akan,O,MD
16,pasang,O,VB
16,iklan,O,NN
16,?,O,Z
16,"""",O,Z
17,Indosat,ORG,NNP
17,melakukan,O,VB
17,penyajian,O,NN
17,ulang,O,VB
17,untuk,O,IN
17,kinerja,O,NN
17,tahun,O,NN
17,2003,O,CD
17,atas,O,IN
17,transaksi,O,NN
17,silang,O,VB
17,antara,O,IN
17,PT,ORG,NNP
17,Indosat,ORG,NNP
17,Tbk,ORG,NNP
17,dan,O,CC
17,PT,ORG,NNP
17,Telkom,ORG,NNP
17,Tbk,ORG,NNP
17,",",O,Z
17,dimana,O,NN
17,perseroan,O,NN
17,mencatatkan,O,VB
17,penerimaan,O,NN
17,dari,O,IN
17,pos,O,NN
17,luar,O,NN
17,biasa,O,JJ
17,sebesar,O,JJ
17,Rp,O,SYM
17,"4,49",O,CD
17,triliun,O,CD
17,.,O,Z
18,Anak,O,NN
18,perusahaan,O,NN
18,Semen,ORG,NNP
18,Gresik,ORG,NNP
18,adalah,O,VB
18,PT,ORG,NNP
18,Semen,ORG,NNP
18,Padang,ORG,NNP
18,dan,O,CC
18,PT,ORG,NNP
18,Semen,ORG,NNP
18,Tonasa,ORG,NNP
18,.,O,Z
19,PSN,O,NN
19,sebanyak,O,CD
19,288,O,CD
19,sst,O,NN
19,di,O,IN
19,Kabupaten,LOC,NNP
19,Barru,LOC,NNP
19,",",O,Z
19,Sulawesi,LOC,NNP
19,Selatan,LOC,NNP
19,dengan,O,IN
19,teknologi,O,NN
19,IP-Based,O,NNP
19,.,O,Z
20,Sementara,O,SC
20,Telkomsel,ORG,NNP
20,yang,O,SC
20,merupakan,O,VB
20,anak,O,NN
20,perusahaan,O,NN
20,Telkom,ORG,NNP
20,",",O,Z
20,berperan,O,NN
20,sebagai,O,IN
20,penyedia,O,NN
20,jaringan,O,NN
20,dan,O,CC
20,basis,O,NN
20,konsumennya,O,RB
20,.,O,Z
21,Kristiono,PER,NNP
21,mengakui,O,VB
21,",",O,Z
21,tingginya,O,NN
21,utang,O,NN
21,dalam,O,IN
21,dolar,O,NN
21,AS,LOC,NNP
21,itu,O,PR
21,memberikan,O,VB
21,pengaruh,O,NN
21,negatif,O,JJ
21,kepada,O,IN
21,rugi,O,JJ
21,kurs,O,NN
21,",",O,Z
21,dimana,O,NN
21,pada,O,IN
21,kuartal,O,NN
21,I,O,OD
21,2005,O,CD
21,",",O,Z
21,Telkom,ORG,NNP
21,masih,O,MD
21,membukukan,O,VB
21,rugi,O,JJ
21,kurs,O,NN
21,yang,O,SC
21,cukup,O,RB
21,signifikan,O,JJ
21,.,O,Z
22,Telkom,ORG,NNP
22,juga,O,RB
22,belum,O,NEG
22,menganggarkan,O,VB
22,biaya,O,NN
22,pengambilalihan,O,NN
22,KSO,O,NNP
22,pada,O,IN
22,tahun,O,NN
22,2005,O,CD
22,ini,O,PR
22,.,O,Z
23,Dahlan,PER,NN
23,mengatakan,O,VB
23,",",O,Z
23,dengan,O,IN
23,real,O,FW
23,time,O,FW
23,Telkom,ORG,FW
23,online,O,FW
23,school,O,FW
23,",",O,Z
23,para,O,DT
23,orang,O,NN
23,tua,O,JJ
23,murid,O,FW
23,tidak,O,NEG
23,perlu,O,MD
23,datang,O,VB
23,lagi,O,RB
23,ke,O,IN
23,sekolah,O,NN
23,hanya,O,RB
23,untuk,O,SC
23,memantau,O,VB
23,pendidikan,O,NN
23,anak,O,NN
23,.,O,Z
24,"""",O,Z
24,Kita,O,PRP
24,juga,O,RB
24,tengah,O,MD
24,telusuri,O,VB
24,pengadaan,O,NN
24,infrastruktur,O,NN
24,untuk,O,SC
24,pengembangan,O,NN
24,Telkom,ORG,NNP
24,Fleksi,O,NNP
24,yang,O,SC
24,diperkirakan,O,VB
24,kerugian,O,NN
24,negaranya,O,RB
24,Rp,O,SYM
24,400,O,CD
24,miliar,O,CD
24,",",O,Z
24,"""",O,Z
24,kata,O,VB
24,sumber,O,NN
24,itu,O,PR
24,.,O,Z
25,Baik,O,CC
25,itu,O,PR
25,pidana,O,NN
25,umum,O,JJ
25,maupun,O,CC
25,korupsi,O,NN
25,",",O,Z
25,"""",O,Z
25,ujar,O,VB
25,Ketua,O,NNP
25,Timtas,ORG,NNP
25,Tipikor,ORG,NNP
25,Hendarman,PER,NNP
25,Supandji,PER,NNP
25,di,O,IN
25,Kantor,O,NNP
25,Kejaksaan,ORG,NNP
25,Agung,ORG,NNP
25,(,O,Z
25,Kejagung,ORG,NN
25,),O,Z
25,",",O,Z
25,Jl,LOC,NNP
25,Hasanuddin,LOC,NNP
25,",",O,Z
25,Jakarta,LOC,NNP
25,Selatan,LOC,NNP
25,",",O,Z
25,Selasa,TIM,NNP
25,(,TIM,Z
25,14/6/2005,TIM,CD
25,),TIM,Z
25,.,O,Z
26,Menurut,O,IN
26,Komisaris,O,NNP
26,Utama,O,NNP
26,Telkom,ORG,NNP
26,",",O,Z
26,Tanri,PER,NNP
26,Abeng,PER,NNP
26,",",O,Z
26,seorang,O,NND
26,dirut,O,NN
26,yang,O,SC
26,pernah,O,MD
26,menjabat,O,VB
26,2,O,CD
26,atau,O,CC
26,5,O,CD
26,tahun,O,NN
26,masih,O,MD
26,bisa,O,MD
26,dipilih,O,VB
26,kembali,O,VB
26,.,O,Z
27,Selanjutnya,O,CC
27,pada,O,IN
27,kuartal,O,NN
27,kedua,O,CD
27,operator,O,NN
27,besar,O,JJ
27,seperti,O,IN
27,Telkomsel,ORG,NNP
27,",",O,Z
27,Indosat,ORG,NNP
27,dan,O,CC
27,XL,ORG,NNP
27,baru,O,MD
27,akan,O,MD
27,mengeluarkan,O,VB
27,layanan,O,NN
27,3G,O,CD
27,.,O,Z
28,Direktur,O,NNP
28,Utama,O,NNP
28,PT,ORG,NNP
28,Indosat,ORG,NNP
28,Tbk,ORG,NNP
28,",",O,Z
28,Hasnul,PER,NNP
28,Suhaemi,PER,NNP
28,mengaku,O,VB
28,",",O,Z
28,pihak,O,NN
28,direksi,O,NN
28,masih,O,MD
28,berembuk,O,VB
28,soal,O,NN
28,jalan,O,NN
28,keluar,O,VB
28,tentang,O,IN
28,penggusuran,O,NN
28,frekuensi,O,NN
28,StarOne,ORG,NNP
28,.,O,Z
29,baru,O,JJ
29,ini,O,PR
29,pemerintah,O,NN
29,memutuskan,O,VB
29,untuk,O,IN
29,merelokasi,O,NN
29,StarOne,ORG,NNP
29,dan,O,CC
29,Flexi,ORG,NNP
29,milik,O,NN
29,PT,ORG,NNP
29,Telkom,ORG,NNP
29,",",O,Z
29,dari,O,IN
29,frekuensi,O,NN
29,3G,O,CD
29,.,O,Z
30,Sebelumnya,O,SC
30,",",O,Z
30,Astratel,ORG,NNP
30,menjadi,O,VB
30,mitra,O,NN
30,kerja,O,NN
30,PT,ORG,NNP
30,Telkom,ORG,NNP
30,Tbk,ORG,NNP
30,untuk,O,SC
30,wilayah,O,NN
30,Kerja,O,NNP
30,Sama,O,NNP
30,Operasi,O,NNP
30,(,O,Z
30,KSO,O,NNP
30,),O,Z
30,I,O,NNP
30,Sumatera,LOC,NNP
30,dalam,O,IN
30,Pramindo,ORG,NNP
30,Ikat,ORG,NNP
30,Nusantara,ORG,NNP
30,.,O,Z
31,Tapi,O,CC
31,kita,O,PRP
31,juga,O,RB
31,punya,O,VB
31,kemampuan,O,NN
31,",",O,Z
31,"""",O,Z
31,tandas,O,NN
31,mantan,O,JJ
31,Menteri,O,NN
31,Pemberdayaan,O,NN
31,BUMN,ORG,NN
31,ini,O,PR
31,.,O,Z
32,Dijelaskan,O,VB
32,",",O,Z
32,alasan,O,NN
32,utama,O,JJ
32,Telkom,ORG,NNP
32,ingin,O,RB
32,menghapuskan,O,VB
32,pencatatan,O,NN
32,atau,O,CC
32,delisting,O,NN
32,saham,O,NN
32,Telkom,ORG,NNP
32,adalah,O,VB
32,hadirnya,O,NN
32,aturan,O,NN
32,Sarbanes-Oxley,O,NNP
32,Act,O,NNP
32,of,O,NNP
32,2002,O,CD
32,yang,O,SC
32,dirasakan,O,VB
32,cukup,O,RB
32,berat,O,JJ
32,.,O,Z
33,"""",O,Z
33,Dari,O,IN
33,segi,O,NN
33,dana,O,NN
33,",",O,Z
33,Telkom,ORG,NNP
33,memang,O,RB
33,relatif,O,JJ
33,bagus,O,JJ
33,",",O,Z
33,"""",O,Z
33,kata,O,VB
33,Komisaris,O,NNP
33,Utama,O,NNP
33,Telkom,ORG,NNP
33,Tanri,PER,NNP
33,Abeng,PER,NNP
33,di,O,IN
33,sela-sela,O,NN
33,acara,O,NN
33,pelantikan,O,VB
33,pejabat,O,NN
33,eselon,O,NN
33,I,O,OD
33,di,O,IN
33,lingkungan,O,NN
33,Kementerian,ORG,NNP
33,Negara,ORG,NNP
33,BUMN,ORG,NNP
33,di,O,IN
33,kantornya,O,NN
33,",",O,Z
33,Jl,LOC,NNP
33,.,LOC,Z
34,Telkom,ORG,NNP
34,memperkirakan,O,VB
34,ada,O,VB
34,850,O,CD
34,ribu,O,CD
34,pelanggan,O,NN
34,Flexi,ORG,NNP
34,yang,O,SC
34,menggunakan,O,VB
34,handset,O,NN
34,1900,O,CD
34,Megahertz,O,NNP
34,.,O,Z
35,Cuma,O,NN
35,sayangnya,O,NN
35,BUMN,ORG,NN
35,yang,O,SC
35,dari,O,IN
35,luar,O,NN
35,kelihatan,O,NN
35,kokoh,O,NN
35,perkasa,O,NN
35,ini,O,PR
35,sebenarnya,O,RB
35,keropos,O,VB
35,di,O,IN
35,dalam,O,NN
35,.,O,Z
36,Bukan,O,VB
36,saja,O,RB
36,Telkom,ORG,NNP
36,akan,O,MD
36,menjadi,O,VB
36,besar,O,JJ
36,dan,O,CC
36,kapitalisasinya,O,RB
36,naik,O,VB
36,300%,O,CD
36,dalam,O,IN
36,5,O,CD
36,tahun,O,NN
36,seperti,O,IN
36,diharapkannya,O,NN
36,",",O,Z
36,masyarakat,O,NN
36,Indonesia,LOC,NNP
36,pun,O,RP
36,",",O,Z
36,yang,O,SC
36,mendapatkan,O,VB
36,layanan,O,NN
36,telekomunikasi,O,NN
36,murah,O,JJ
36,dan,O,CC
36,berkualitas,O,NN
36,",",O,Z
36,bakal,O,MD
36,sangat,O,RB
36,berterima,O,VB
36,kasih,O,NN
36,kepadanya,O,RB
36,.,O,Z
37,Anak,O,NN
37,perusahaan,O,NN
37,PT,ORG,NNP
37,PLN,ORG,NNP
37,(,ORG,Z
37,Persero,ORG,NNP
37,),ORG,Z
37,",",O,Z
37,PT,ORG,NNP
37,Indonesia,ORG,NNP
37,Comnets,ORG,NNP
37,Plus,ORG,NNP
37,(,ORG,Z
37,Icon+,ORG,NNP
37,),ORG,Z
37,sedang,O,MD
37,mempersiapkan,O,VB
37,inovasi,O,NN
37,agar,O,SC
37,pelanggan,O,NN
37,listrik,O,NN
37,PLN,ORG,NNP
37,bisa,O,MD
37,langsung,O,RB
37,menikmati,O,VB
37,layanan,O,NN
37,telepon,O,NN
37,.,O,Z
38,Sebelumnya,O,SC
38,dalam,O,IN
38,Peraturan,O,NNP
38,Menteri,O,NNP
38,(,O,Z
38,Permen,O,NNP
38,),O,Z
38,Komunikasi,O,NN
38,dan,O,CC
38,Informatika,O,NNP
38,(,O,Z
38,Kominfo,O,NNP
38,),O,Z
38,nomor,O,NN
38,6,O,CD
38,tahun,O,NN
38,2005,O,CD
38,",",O,Z
38,kode,O,NN
38,akses,O,NN
38,SLJJ,O,NNP
38,bagi,O,IN
38,Telkom,ORG,NNP
38,dengan,O,IN
38,awalan,O,NN
38,prefix,O,NN
38,017,O,CD
38,.,O,Z
39,Secara,O,IN
39,keseluruhan,O,NN
39,",",O,Z
39,Telkom,ORG,NNP
39,mengalami,O,VB
39,peningkatan,O,NN
39,jumlah,O,NN
39,menit,O,NN
39,SLI,O,NNP
39,menjadi,O,VB
39,65,O,CD
39,juta,O,CD
39,pada,O,IN
39,semester,O,NN
39,pertama,O,OD
39,2005,O,CD
39,",",O,Z
39,dari,O,IN
39,"57,8",O,CD
39,juta,O,CD
39,pada,O,IN
39,semester,O,NN
39,kedua,O,OD
39,2004,O,CD
39,.,O,Z
40,Dari,O,IN
40,tujuh,O,CD
40,divre,O,FW
40,yang,O,SC
40,ada,O,VB
40,",",O,Z
40,lima,O,CD
40,di,O,IN
40,antaranya,O,RB
40,dikerjakan,O,VB
40,dalam,O,IN
40,bentuk,O,NN
40,KSO,O,NNP
40,",",O,Z
40,yaitu,O,SC
40,Divre,O,NNP
40,I,O,NNP
40,Sumatera,LOC,NNP
40,dengan,O,IN
40,PT,ORG,NNP
40,Pramindo,ORG,NNP
40,Ikat,ORG,NNP
40,Nusantara,ORG,NNP
40,.,O,Z
41,Selain,O,IN
41,itu,O,PR
41,kata,O,VB
41,Arwin,PER,NNP
41,",",O,Z
41,kota,O,NNP
41,Yogyakarta,LOC,NNP
41,juga,O,RB
41,menjadi,O,VB
41,kota,O,NN
41,penting,O,JJ
41,bagi,O,IN
41,PT,ORG,NNP
41,Telkom,ORG,NNP
41,Divre,O,NNP
41,IV,O,NNP
41,",",O,Z
41,karena,O,SC
41,teledisitas,O,NN
41,telepon,O,NN
41,di,O,IN
41,Yogyakarta,LOC,NNP
41,juga,O,RB
41,lebih,O,RB
41,tinggi,O,JJ
41,dibandingan,O,NN
41,rata-rata,O,JJ
41,nasional,O,JJ
41,.,O,Z
42,Telkomsel,ORG,NNP
42,juga,O,RB
42,membuka,O,VB
42,layanan,O,NN
42,tersebut,O,PR
42,dalam,O,IN
42,basis,O,NN
42,SMS,O,NNP
42,dan,O,CC
42,dibagi,O,RB
42,menjadi,O,VB
42,2,O,CD
42,cara,O,NN
42,",",O,Z
42,yakni,O,SC
42,melalui,O,VB
42,SMS,O,NNP
42,Update,O,NNP
42,dan,O,CC
42,SMS,O,NNP
42,Request,O,NNP
42,.,O,Z
43,Demikian,O,PR
43,diungkapkan,O,VB
43,oleh,O,IN
43,Rochiman,PER,NNP
43,Sukarno,PER,NNP
43,",",O,Z
43,Kepala,O,NNP
43,Unit,O,NNP
43,Hubungan,O,NNP
43,Investor,O,NNP
43,PT,ORG,NNP
43,Telkom,ORG,NNP
43,dalam,O,IN
43,penjelasan,O,NN
43,tertulis,O,VB
43,",",O,Z
43,Senin,TIM,NNP
43,(,TIM,Z
43,31/10/2005,TIM,CD
43,),TIM,Z
43,.,O,Z
44,Saat,O,NN
44,ini,O,PR
44,di,O,IN
44,Kourou,LOC,NNP
44,(,O,Z
44,Guyana,LOC,NNP
44,",",O,Z
44,Prancis,LOC,NNP
44,/,O,Z
44,tempat,O,NN
44,peluncuran,O,NN
44,Telkom-2-red,O,NNP
44,),O,Z
44,sendiri,O,NN
44,",",O,Z
44,ada,O,VB
44,beberapa,O,CD
44,perbaikan,O,NN
44,yang,O,SC
44,harus,O,MD
44,diselesaikan,O,VB
44,.,O,Z
45,"""",O,Z
45,Tapi,O,CC
45,kalau,O,SC
45,siang,O,VB
45,siapa,O,WH
45,saja,O,RB
45,boleh,O,MD
45,pakai,O,VB
45,",",O,Z
45,karena,O,SC
45,bukan,O,NEG
45,saya,O,PRP
45,yang,O,SC
45,bayar,O,VB
45,tagihannya,O,RB
45,",",O,Z
45,melainkan,O,VB
45,PT,ORG,NNP
45,Barito,ORG,NNP
45,Pacific,ORG,NNP
45,Timber,ORG,NNP
45,",",O,Z
45,"""",O,Z
45,kata,O,VB
45,dia,O,PRP
45,.,O,Z
46,Telkom,ORG,NNP
46,berencana,O,VB
46,membeli,O,VB
46,5,O,CD
46,persen,O,CD
46,saham,O,NN
46,publik,O,NN
46,dengan,O,IN
46,dana,O,NN
46,yang,O,SC
46,disediakan,O,VB
46,mencapai,O,VB
46,Rp,O,SYM
46,"5,250",O,CD
46,triliun,O,CD
46,.,O,Z
47,Ini,O,PR
47,termasuk,O,VB
47,eks-pekerja,O,NN
47,Ditjen,ORG,NNP
47,Postel,ORG,NNP
47,",",O,Z
47,PT,ORG,NNP
47,Telkom,ORG,NNP
47,",",O,Z
47,Polri,ORG,NNP
47,",",O,Z
47,Bappenas,ORG,NNP
47,",",O,Z
47,Ditjen,ORG,NNP
47,Pajak,ORG,NNP
47,",",O,Z
47,dan,O,CC
47,Diknas,ORG,NNP
47,.,O,Z
48,Pada,O,IN
48,2005,O,CD
48,ini,O,PR
48,",",O,Z
48,klaim,O,NN
48,Kiskenda,PER,NNP
48,",",O,Z
48,Telkomsel,ORG,NNP
48,telah,O,MD
48,mencapai,O,VB
48,target,O,NN
48,di,O,IN
48,atas,O,NN
48,107,O,CD
48,persen,O,CD
48,.,O,Z
49,PT,ORG,NNP
49,Pos,ORG,NNP
49,memiliki,O,VB
49,216,O,CD
49,kantor,O,NN
49,pos,O,NN
49,induk,O,NN
49,",",O,Z
49,1.064,O,CD
49,kantor,O,NN
49,pos,O,NN
49,cabang,O,NN
49,dalam,O,IN
49,kota,O,NN
49,",",O,Z
49,2.628,O,CD
49,kantor,O,NN
49,pos,O,NN
49,cabang,O,NN
49,luar,O,NN
49,kota,O,NN
49,",",O,Z
49,serta,O,CC
49,16.392,O,CD
49,kantor,O,NN
49,pos,O,NN
49,cabang,O,NN
49,.,O,Z
50,Menurut,O,IN
50,Direktur,O,NNP
50,Utama,O,NNP
50,Telkom,ORG,NNP
50,",",O,Z
50,Arwin,PER,NNP
50,Rasyid,PER,NNP
50,",",O,Z
50,ini,O,PR
50,menandai,O,VB
50,mulai,O,VB
50,siapnya,O,RB
50,Telkom-2,O,CD
50,untuk,O,SC
50,penggunaan,O,NN
50,komersial,O,JJ
50,.,O,Z
51,Telkom,ORG,NNP
51,(,O,Z
51,maksudnya,O,NN
51,PT,ORG,NNP
51,Telekomunikasi,ORG,NNP
51,Indonesia,ORG,NNP
51,Tbk,ORG,NNP
51,),O,Z
51,milik,O,NN
51,Indonesia,LOC,NNP
51,",",O,Z
